"userid","age","gender","relation_status","hometown","living","perference","total_action","sign_up","last_login","total_visits","total_posts","total_time_spend","total_new_friends","totalfriends"
7965,30,0,1,3,3,1,196,"2013-05-08","2013-10-06",10,11,9.03488836172365,1,53
7966,17,0,2,6,6,5,70,"2013-02-08","2013-10-07",5,6,6.58744981811661,0,75
7967,13,1,1,6,6,5,142,"2013-04-09","2013-10-07",11,16,6.8738432899258,2,57
7968,15,1,1,6,6,5,16,"2013-02-05","2013-10-04",4,4,1.41544771325213,0,75
7969,17,0,4,6,6,6,872,"2013-02-08","2013-10-07",20,16,30.8674681970287,10,81
7970,24,1,2,2,3,4,123,"2013-03-10","2013-10-07",7,4,12.9302479467985,2,70
7971,25,1,1,1,1,2,206,"2013-04-09","2013-10-07",11,9,14.07102018619,2,57
7972,25,1,2,5,5,6,168,"2013-04-09","2013-10-07",8,14,12.1969081534422,1,63
7973,25,0,2,5,5,5,172,"2013-04-09","2013-10-07",10,10,4.17228701254286,6,64
7974,14,1,1,6,1,6,167,"2013-04-09","2013-10-07",10,8,9.14949964137479,5,58
7975,27,0,3,2,2,4,19,"2013-04-07","2013-10-05",1,1,2.86731944037841,2,63
7976,43,1,4,2,2,4,83,"2013-04-08","2013-10-06",4,5,3.60274544363409,2,56
7977,20,0,2,1,1,3,698,"2011-09-17","2013-10-07",27,21,16.4445341583087,5,248
7978,7,0,4,1,1,4,163,"2013-04-08","2013-10-06",9,3,6.5144523797074,7,61
7979,28,0,1,4,4,5,420,"2012-10-11","2013-10-07",14,15,24.3747025790943,2,118
7980,40,0,4,3,3,2,243,"2013-04-09","2013-10-07",13,12,9.44079522509712,3,59
7981,19,1,2,3,3,2,756,"2012-04-14","2013-10-07",24,30,21.8407278375747,7,183
7982,24,0,1,5,5,1,102,"2013-03-08","2013-10-05",8,2,1.93925706600443,2,73
7983,24,1,2,6,6,4,86,"2013-03-10","2013-10-07",6,3,1.08257897037208,2,72
7984,50,1,4,2,3,1,307,"2013-03-10","2013-10-07",14,11,4.71477993032387,11,66
7985,20,0,1,2,2,3,142,"2013-02-07","2013-10-06",12,11,2.16107257661853,5,85
7986,17,0,1,1,1,1,266,"2012-12-10","2013-10-07",12,9,14.6646434888531,2,99
7987,21,1,1,5,6,4,239,"2012-07-13","2013-10-07",13,10,8.43666593075536,5,152
7988,26,1,1,6,6,4,206,"2013-04-09","2013-10-07",13,5,7.05278265703118,5,58
7989,26,1,4,6,6,4,314,"2013-03-10","2013-10-07",11,8,13.4102434755676,9,69
7990,36,0,4,2,3,2,2297,"2013-10-03","2013-10-07",26,20,9.57247803137128,73,70
7991,22,1,1,6,1,5,195,"2012-12-09","2013-10-06",17,11,1.34882330286845,2,101
7992,29,0,2,3,4,1,124,"2013-04-09","2013-10-07",5,4,16.8744618613871,3,61
7993,18,0,2,6,6,6,239,"2012-12-10","2013-10-07",19,14,5.53781714808586,5,100
7994,13,1,2,3,3,6,280,"2013-02-07","2013-10-06",8,6,14.834875124821,7,82
7995,15,1,1,2,2,3,110,"2013-04-09","2013-10-07",11,13,4.92805698045104,1,62
7996,19,0,2,2,2,2,160,"2013-02-08","2013-10-07",10,12,4.58062736837161,6,76
7997,15,1,1,5,6,5,271,"2013-03-10","2013-10-07",20,14,7.1452905839691,4,73
7998,22,1,1,3,3,3,150,"2013-04-08","2013-10-06",9,14,1.61885064159445,8,63
7999,50,1,4,1,1,4,80,"2013-04-08","2013-10-06",5,5,1.41922486989268,7,63
8000,37,0,1,5,5,2,109,"2013-03-09","2013-10-06",8,10,5.0736939088967,3,67
8001,18,1,1,3,3,1,0,"2009-10-02","2013-04-15",0,0,0,0,430
8002,18,0,1,3,3,4,474,"2012-11-10","2013-10-07",18,13,14.1492317932505,9,106
8003,45,1,4,6,6,6,88,"2013-04-09","2013-10-07",9,9,6.21661341697306,1,59
8004,16,0,2,6,6,6,138,"2013-02-08","2013-10-07",8,7,8.87506851602588,2,80
8005,14,0,1,6,1,6,111,"2013-04-09","2013-10-07",7,11,5.420726893776,6,62
8006,18,0,1,1,1,3,181,"2013-02-07","2013-10-06",9,7,6.98748336217299,7,83
8007,29,1,2,4,4,3,133,"2013-03-10","2013-10-07",8,11,7.48576522813904,6,69
8008,50,0,4,5,5,6,159,"2013-03-10","2013-10-07",8,6,2.47939928884107,2,74
8009,25,0,2,2,3,5,383,"2013-02-08","2013-10-07",18,14,13.7268470974885,1,80
8010,22,0,1,6,1,5,204,"2013-01-09","2013-10-07",9,8,7.43640694988404,4,93
8011,17,1,2,3,3,5,162,"2013-01-08","2013-10-06",7,5,16.5021278647819,4,86
8012,29,1,1,3,3,2,154,"2013-05-09","2013-10-07",7,10,7.57090908296728,7,53
8013,13,1,4,6,6,4,104,"2013-02-08","2013-10-07",9,3,4.88159561084535,1,83
8014,41,0,1,5,5,6,150,"2013-04-09","2013-10-07",8,4,11.9674535624878,2,62
8015,37,0,1,5,5,4,43,"2013-04-07","2013-10-05",3,3,0.907830525394325,1,62
8016,24,0,1,3,3,3,257,"2013-10-07","2013-10-07",10,8,2.71555034359855,18,60
8017,20,0,2,6,1,6,765,"2013-03-10","2013-10-07",28,21,18.7573950283991,6,67
8018,42,0,1,1,1,6,83,"2013-04-09","2013-10-07",5,8,6.31581444586283,1,63
8019,30,1,1,5,5,5,470,"2013-04-09","2013-10-07",18,27,13.2899562230832,11,65
8020,20,0,2,1,2,6,501,"2012-04-14","2013-10-07",21,24,12.7009579712322,9,185
8021,40,0,4,1,1,2,266,"2013-05-08","2013-10-06",13,8,9.19134630787147,4,48
8022,14,0,1,5,5,6,175,"2013-04-09","2013-10-07",6,6,23.9191861291232,5,63
8023,18,1,1,1,1,2,173,"2012-05-12","2013-10-05",7,2,10.9411884138962,4,168
8024,16,1,1,5,6,6,53,"2013-04-08","2013-10-06",4,2,4.53622260179171,2,61
8025,26,0,1,4,4,6,185,"2013-05-09","2013-10-07",11,6,6.10038018267023,4,54
8026,21,1,2,2,3,2,145,"2012-06-13","2013-10-07",11,11,6.7516533564549,3,158
8027,30,1,4,5,5,4,143,"2013-05-09","2013-10-07",11,11,4.02727037982401,4,54
8028,26,0,2,1,1,1,90,"2012-10-10","2013-10-06",7,1,3.19764737486479,3,124
8029,28,1,1,2,3,6,74,"2013-04-09","2013-10-07",2,4,10.1292059472383,7,59
8030,18,1,1,4,4,3,32,"2013-04-06","2013-10-04",3,2,3.86860119091113,3,63
8031,23,0,2,1,2,3,79,"2013-02-07","2013-10-06",5,5,3.29243071040617,1,81
8032,27,1,4,4,4,2,524,"2013-04-09","2013-10-07",21,20,16.8270797569244,5,64
8033,21,1,1,1,1,1,271,"2013-02-08","2013-10-07",12,14,12.0595161820905,5,78
8034,20,0,2,5,5,6,146,"2012-06-13","2013-10-07",13,12,2.27310624436719,3,161
8035,18,1,1,4,4,4,371,"2011-02-19","2013-10-07",11,15,19.4423216144373,4,320
8036,18,0,1,1,1,4,236,"2013-05-08","2013-10-06",14,7,11.4169473294095,2,51
8037,24,0,4,2,2,3,80,"2012-10-11","2013-10-07",4,4,3.98131822069379,3,123
8038,19,0,2,1,1,3,102,"2011-02-19","2013-10-07",7,9,2.27522581866221,1,316
8039,14,1,4,5,5,5,335,"2013-04-09","2013-10-07",13,10,11.8103906476841,6,61
8040,24,0,2,4,4,4,141,"2013-03-10","2013-10-07",5,6,11.6229769522908,2,74
8041,19,0,1,1,1,1,209,"2012-03-15","2013-10-07",12,7,6.83549724431613,5,192
8042,38,0,4,2,2,6,92,"2013-04-09","2013-10-07",6,4,3.17720618968217,8,59
8043,23,0,1,6,6,6,245,"2013-04-09","2013-10-07",11,10,10.6580965317095,2,63
8044,29,0,2,6,1,6,188,"2013-04-09","2013-10-07",10,8,9.49777655112255,7,56
8045,25,1,1,1,2,3,314,"2013-03-10","2013-10-07",14,15,17.4375832129787,0,73
8046,17,0,2,4,4,4,244,"2013-03-10","2013-10-07",12,17,11.2384410223368,5,72
8047,41,1,4,5,5,5,286,"2013-05-09","2013-10-07",10,5,12.2552560154564,6,50
8048,25,0,1,2,2,2,90,"2013-04-09","2013-10-07",7,5,5.85458681337762,3,55
8049,25,0,2,6,6,1,377,"2013-03-10","2013-10-07",10,8,21.634812731078,4,73
8050,41,0,4,6,1,3,178,"2013-03-10","2013-10-07",9,10,6.21041087869623,3,69
8051,24,0,2,3,4,1,130,"2013-02-08","2013-10-07",7,7,5.64232175947629,8,76
8052,17,0,2,5,5,5,169,"2011-03-21","2013-10-07",9,7,2.93265039429073,2,309
8053,15,1,4,6,6,3,209,"2013-03-10","2013-10-07",7,10,11.8074682599507,6,69
8054,14,1,1,3,4,1,300,"2013-03-10","2013-10-07",11,5,13.3573173866185,6,68
8055,25,0,3,5,5,5,146,"2013-03-08","2013-10-05",7,12,5.73378108466141,6,73
8056,41,1,4,4,4,4,135,"2013-04-08","2013-10-06",12,10,3.38176626097889,2,64
8057,19,0,2,6,6,6,243,"2012-11-10","2013-10-07",17,11,7.14200668018686,5,107
8058,18,1,1,3,3,6,94,"2013-01-09","2013-10-07",10,6,2.67304539576214,1,94
8059,18,0,4,3,4,6,203,"2012-08-12","2013-10-07",8,4,7.37735370668584,7,143
8060,43,0,4,6,1,5,45,"2013-04-04","2013-10-02",2,3,2.88900906493213,0,57
8061,13,0,2,1,1,1,256,"2013-04-09","2013-10-07",14,8,11.3625200025448,5,63
8062,18,0,1,2,2,1,135,"2012-04-12","2013-10-05",7,15,6.55703267414662,4,176
8063,38,0,1,4,4,4,433,"2013-04-09","2013-10-07",14,9,15.5187928794601,9,60
8064,20,0,1,1,2,4,300,"2013-04-09","2013-10-07",19,13,4.79546894962444,3,56
8065,20,0,1,1,1,3,380,"2010-02-24","2013-10-07",18,19,10.6646155669943,3,435
8066,23,1,4,4,4,4,66,"2013-05-09","2013-10-07",4,4,6.61371641042293,3,53
8067,10,1,1,1,1,3,282,"2013-05-08","2013-10-06",10,10,11.418779743562,6,48
8068,20,1,1,5,6,1,154,"2010-01-24","2013-10-06",13,22,5.17001100321485,1,453
8069,28,0,2,5,6,2,212,"2013-04-08","2013-10-06",10,18,5.87947410037792,5,59
8070,22,0,2,5,5,5,578,"2012-12-10","2013-10-07",23,21,15.5413837022504,6,101
8071,21,0,1,5,6,5,269,"2013-06-08","2013-10-07",17,17,11.4994786662517,1,44
8072,29,1,1,4,4,1,196,"2013-05-09","2013-10-07",10,10,4.30292685035307,6,46
8073,21,0,3,4,4,5,114,"2013-01-06","2013-10-04",8,9,3.0703172940655,2,94
8074,28,0,2,3,3,2,94,"2013-06-07","2013-10-06",5,7,6.68469661450293,4,45
8075,16,0,1,2,2,5,105,"2013-02-08","2013-10-07",6,4,8.14371078919286,2,79
8076,21,1,1,3,4,1,482,"2012-03-15","2013-10-07",13,5,19.8158394548215,9,187
8077,23,0,1,5,5,2,283,"2013-02-08","2013-10-07",15,16,12.3689471837036,4,78
8078,10,0,2,6,6,2,54,"2013-03-10","2013-10-07",4,3,0.683543665714862,1,69
8079,26,1,2,5,6,6,201,"2013-03-10","2013-10-07",10,6,13.7002477310376,1,70
8080,24,0,3,2,2,1,180,"2013-03-10","2013-10-07",10,10,9.469632639355,3,72
8081,35,1,4,1,1,3,100,"2013-05-08","2013-10-06",6,5,6.10544459326442,3,48
8082,11,1,2,3,4,6,78,"2011-07-18","2013-10-06",6,5,6.35874215360446,4,266
8083,20,0,1,3,3,2,1001,"2011-05-20","2013-10-07",40,30,15.6788323868193,7,293
8084,18,1,1,6,1,4,211,"2012-09-11","2013-10-07",17,10,7.84872418061671,1,128
8085,19,0,1,2,2,3,2545,"2013-10-04","2013-10-07",33,15,13.3585815918971,62,325
8086,23,0,2,5,5,4,100,"2013-02-08","2013-10-07",6,4,7.14669237155492,1,79
8087,19,0,2,2,2,5,107,"2013-02-08","2013-10-07",6,8,2.90450927221596,6,82
8088,28,0,4,3,4,2,185,"2013-04-08","2013-10-06",9,16,12.540172572861,4,62
8089,41,1,4,6,6,4,309,"2013-04-09","2013-10-07",12,7,7.96232519168734,8,55
8090,12,1,1,3,3,6,304,"2013-03-10","2013-10-07",14,15,11.4865057281265,6,69
8091,21,0,2,2,2,2,213,"2013-04-09","2013-10-07",10,14,13.6934088791661,1,61
8092,24,0,4,5,5,6,144,"2013-01-09","2013-10-07",5,5,18.1079028484039,1,86
8093,17,0,2,2,2,2,289,"2013-04-09","2013-10-07",14,4,11.0013939118332,6,65
8094,20,0,1,4,5,4,176,"2011-01-20","2013-10-07",10,2,11.414888177308,2,327
8095,21,1,2,4,4,4,192,"2012-09-11","2013-10-07",12,26,6.28982816128343,1,126
8096,29,1,1,1,1,3,403,"2013-04-09","2013-10-07",14,8,14.1191023530797,4,63
8097,31,0,4,3,3,1,225,"2013-04-09","2013-10-07",9,11,16.9293336578039,4,61
8098,25,1,2,2,2,2,133,"2013-04-09","2013-10-07",10,10,3.44903071891144,7,57
8099,21,0,1,6,6,2,164,"2013-02-08","2013-10-07",16,9,3.24497064255426,2,81
8100,25,1,1,6,1,5,28,"2013-02-07","2013-10-06",2,2,1.53304411326948,2,81
8101,21,1,1,4,4,4,159,"2013-05-09","2013-10-07",12,13,5.97184343590533,2,51
8102,23,0,1,2,2,2,363,"2013-01-08","2013-10-06",9,9,25.7161441767874,3,87
8103,12,1,4,6,6,4,195,"2013-05-09","2013-10-07",11,19,9.51382834650341,3,52
8104,17,1,1,5,5,1,261,"2013-03-10","2013-10-07",8,7,25.4458223875146,6,71
8105,19,1,1,3,3,3,255,"2013-05-09","2013-10-07",11,9,10.9624004414669,2,47
8106,22,1,1,6,1,6,182,"2012-12-09","2013-10-06",10,6,7.50889942252627,3,95
8107,24,0,1,5,5,5,277,"2013-03-09","2013-10-06",14,11,10.046933057382,6,69
8108,46,1,1,4,4,5,506,"2013-02-08","2013-10-07",14,10,19.2730767731693,6,76
8109,21,0,2,3,4,3,288,"2010-08-23","2013-10-07",15,6,13.138821014994,2,375
8110,16,0,4,2,2,3,95,"2013-03-10","2013-10-07",6,1,12.0213828044739,1,73
8111,13,0,1,6,6,1,134,"2013-03-10","2013-10-07",8,7,4.22340636618112,5,66
8112,28,1,2,4,4,5,111,"2013-04-09","2013-10-07",7,13,5.60903571873189,4,60
8113,25,0,1,3,3,3,79,"2013-03-08","2013-10-05",5,7,9.40409380141362,1,67
8114,8,0,1,3,3,3,338,"2013-04-09","2013-10-07",14,10,17.0674012326123,2,60
8115,17,1,4,3,3,3,39,"2011-07-16","2013-10-04",3,3,3.04670849753613,5,270
8116,17,0,2,2,3,5,178,"2012-08-12","2013-10-07",9,15,9.14149828322966,7,136
8117,25,0,2,3,3,3,126,"2013-03-10","2013-10-07",7,10,9.50057906320799,2,66
8118,15,1,4,6,1,5,128,"2013-04-09","2013-10-07",6,3,10.9585100897924,5,63
8119,19,0,4,5,5,4,157,"2012-11-10","2013-10-07",8,8,13.8113196482934,1,106
8120,9,0,1,1,1,3,271,"2013-04-09","2013-10-07",10,9,19.6061689669933,5,55
8121,35,0,4,4,4,5,24,"2013-02-06","2013-10-05",2,2,1.19990517754465,2,78
8122,18,0,1,4,5,3,113,"2011-06-19","2013-10-07",7,4,6.33039289580575,2,280
8123,14,1,4,3,4,4,234,"2013-04-08","2013-10-06",12,17,7.46939109167135,5,58
8124,24,0,4,5,6,4,195,"2013-04-09","2013-10-07",11,10,7.23543262981145,5,63
8125,21,1,2,5,5,6,540,"2013-03-09","2013-10-06",24,36,15.702370325746,4,69
8126,22,1,2,4,5,5,93,"2012-07-13","2013-10-07",12,6,5.85386489588066,0,150
8127,17,0,1,2,2,4,112,"2013-03-10","2013-10-07",6,7,8.75630442145401,3,70
8128,17,0,2,1,1,3,156,"2013-05-08","2013-10-06",9,5,5.92686038710494,4,52
8129,25,1,2,6,6,1,168,"2012-11-08","2013-10-05",12,8,7.61227185767375,3,107
8130,21,1,2,6,1,4,121,"2010-08-23","2013-10-07",11,9,6.16240589390022,2,376
8131,18,0,2,4,4,5,365,"2012-12-10","2013-10-07",14,11,12.5921749298623,3,102
8132,21,1,2,6,1,5,434,"2012-03-15","2013-10-07",17,18,13.940787853478,7,188
8133,19,0,2,4,4,5,208,"2011-09-17","2013-10-07",9,7,16.5864050981533,2,249
8134,28,1,1,1,1,5,30,"2013-04-06","2013-10-04",2,5,2.77887255962192,1,58
8135,22,1,4,4,4,6,454,"2012-08-12","2013-10-07",25,20,11.2861725035597,4,136
8136,20,0,2,1,1,2,437,"2012-03-15","2013-10-07",24,32,11.7536493656746,4,187
8137,43,1,4,3,3,1,168,"2013-03-10","2013-10-07",12,11,7.10251592554634,3,66
8138,26,0,1,5,5,2,198,"2013-04-09","2013-10-07",11,13,13.9908891788187,2,65
8139,15,1,1,2,2,3,157,"2012-03-15","2013-10-07",9,10,10.3480763696165,5,187
8140,20,0,2,1,1,1,272,"2010-10-22","2013-10-07",17,24,3.87711888744299,4,355
8141,22,1,4,5,5,6,190,"2013-02-08","2013-10-07",6,15,19.1702048692785,4,84
8142,16,1,4,4,4,5,35,"2013-02-08","2013-10-07",2,2,4.59442727781683,2,76
8143,19,0,1,1,1,2,131,"2012-08-12","2013-10-07",11,8,3.05197387852984,4,144
8144,17,0,4,3,3,1,436,"2013-04-09","2013-10-07",17,12,14.8427783179835,4,57
8145,17,1,2,2,2,3,29,"2013-03-10","2013-10-07",2,1,5.25729871871669,2,71
8146,17,0,2,2,3,1,315,"2013-02-08","2013-10-07",10,8,13.6462354716107,10,83
8147,19,1,2,6,6,5,165,"2012-04-14","2013-10-07",12,9,6.97667134459125,1,183
8148,15,0,4,2,2,6,140,"2013-04-09","2013-10-07",10,9,8.56125446052546,3,57
8149,20,0,2,6,6,3,219,"2010-03-24","2013-10-05",14,9,0.998785384832845,4,427
8150,21,1,2,1,1,3,182,"2010-08-21","2013-10-05",15,7,5.24941334573802,4,376
8151,17,0,1,3,3,1,325,"2013-02-08","2013-10-07",11,9,13.6044690971385,6,77
8152,18,0,2,3,3,2,107,"2013-03-10","2013-10-07",12,13,4.3792297909917,3,73
8153,21,1,2,3,3,3,327,"2011-03-21","2013-10-07",21,19,9.61827154534441,3,308
8154,19,0,1,1,1,4,201,"2013-02-07","2013-10-06",8,9,11.3072444609846,7,82
8155,29,0,2,5,5,5,192,"2013-04-09","2013-10-07",9,10,10.8500073190321,4,61
8156,48,0,4,4,4,6,88,"2013-05-08","2013-10-06",5,1,2.92916946997947,6,54
8157,30,0,4,6,1,5,42,"2013-04-05","2013-10-03",4,4,0.489009277308705,0,58
8158,24,0,2,5,6,6,96,"2013-03-09","2013-10-06",10,13,5.04612107384336,4,71
8159,23,0,2,6,6,1,346,"2012-11-09","2013-10-06",14,13,15.168808015088,4,114
8160,18,0,4,6,6,4,309,"2010-08-22","2013-10-06",16,13,5.71140732388328,8,376
8161,27,1,2,1,1,4,190,"2013-03-10","2013-10-07",12,11,9.04509588550273,2,67
8162,21,0,1,2,2,1,239,"2011-12-16","2013-10-07",13,15,10.0812314772574,3,223
8163,28,1,1,2,2,1,34,"2013-03-10","2013-10-07",3,8,4.52271088273745,2,69
8164,15,0,1,6,6,6,595,"2013-02-08","2013-10-07",26,19,14.6706731317431,6,80
8165,49,0,1,6,6,6,72,"2013-02-08","2013-10-07",7,10,5.60168026490667,0,80
8166,26,0,2,3,3,6,138,"2013-06-07","2013-10-06",8,8,8.30380762718131,1,45
8167,22,0,4,5,5,5,112,"2010-10-21","2013-10-06",8,8,7.71656234267016,3,364
8168,17,0,1,4,5,5,198,"2013-02-08","2013-10-07",13,5,8.83649558166602,1,78
8169,12,1,1,3,3,3,151,"2013-04-09","2013-10-07",10,5,4.00925765347171,6,58
8170,30,0,1,5,5,5,212,"2013-04-09","2013-10-07",12,17,7.51225319568886,6,56
8171,24,0,2,4,4,6,80,"2013-04-09","2013-10-07",8,4,3.38606428252332,4,63
8172,20,1,1,4,5,1,173,"2012-12-10","2013-10-07",10,19,8.5796275284842,4,105
8173,48,0,1,6,6,5,415,"2013-03-10","2013-10-07",13,4,20.5213113436983,6,66
8174,20,0,1,1,1,1,604,"2012-02-13","2013-10-06",17,19,25.7543244764349,6,198
8175,22,1,1,3,3,1,94,"2010-11-20","2013-10-06",8,11,4.49159952308649,2,351
8176,23,0,2,3,3,2,178,"2013-02-07","2013-10-06",10,11,7.55849368968954,4,83
8177,32,1,4,2,2,2,195,"2013-04-09","2013-10-07",11,18,11.7038959933906,4,65
8178,17,1,2,3,3,3,92,"2013-02-08","2013-10-07",4,1,6.89344814950752,4,81
8179,21,1,2,1,1,2,29,"2010-10-22","2013-10-07",3,6,6.27100078090147,1,359
8180,21,1,1,6,6,3,505,"2011-06-19","2013-10-07",20,47,21.3703075843595,2,279
8181,14,1,4,6,6,5,122,"2013-04-09","2013-10-07",10,14,4.82572910149085,3,57
8182,19,0,2,3,3,1,374,"2011-09-17","2013-10-07",15,18,11.771160364313,12,246
8183,12,0,1,5,5,6,104,"2013-04-08","2013-10-06",3,1,12.5843661624339,5,61
8184,17,1,4,4,4,3,380,"2013-03-10","2013-10-07",13,13,16.6693784757241,5,70
8185,21,0,2,1,1,3,388,"2012-01-15","2013-10-07",25,17,8.36145254429971,5,208
8186,46,0,4,6,6,2,132,"2013-04-08","2013-10-06",10,7,6.47774834636131,5,58
8187,22,1,2,4,4,6,339,"2012-12-10","2013-10-07",14,28,13.4023591451498,8,101
8188,14,0,2,5,5,6,196,"2013-02-07","2013-10-06",10,11,8.32047659267352,9,85
8189,20,0,2,2,3,3,217,"2010-10-22","2013-10-07",14,8,8.29906463973599,3,358
8190,24,1,1,4,5,6,235,"2013-03-10","2013-10-07",13,13,10.0489802562768,4,73
8191,16,1,1,5,5,5,54,"2010-12-21","2013-10-07",7,9,2.03182391133669,1,340
8192,22,1,1,3,4,4,382,"2012-03-15","2013-10-07",19,19,8.3429595963939,8,192
8193,49,0,4,2,2,1,210,"2013-05-08","2013-10-06",13,6,6.62649660524476,9,50
8194,15,0,2,6,6,6,102,"2013-03-08","2013-10-05",3,3,12.7067629498734,2,72
8195,15,0,2,5,5,6,195,"2013-03-10","2013-10-07",10,13,5.8882460598523,5,70
8196,19,1,1,1,2,3,735,"2012-02-14","2013-10-07",26,17,21.39979019858,3,195
8197,19,0,2,1,1,3,261,"2012-04-13","2013-10-06",15,19,8.70136763020798,2,176
8198,21,1,2,6,6,4,211,"2011-06-19","2013-10-07",13,9,4.44798946038147,8,278
8199,16,0,1,4,4,4,209,"2013-04-09","2013-10-07",9,3,15.7325855151939,1,65
8200,23,0,1,4,5,5,290,"2013-01-09","2013-10-07",19,24,2.94315934223823,8,86
8201,30,1,4,4,4,4,163,"2013-04-07","2013-10-05",9,4,3.93877599970643,7,60
8202,45,1,1,6,6,6,121,"2013-04-09","2013-10-07",7,6,9.90685306580952,7,64
8203,36,1,4,5,5,4,174,"2013-03-09","2013-10-06",12,6,5.98527159164503,3,66
8204,12,0,1,3,3,1,106,"2013-04-07","2013-10-05",6,5,7.06919487060782,1,56
8205,25,0,1,1,1,3,108,"2013-04-09","2013-10-07",5,7,9.51617078075758,4,64
8206,25,0,1,5,6,6,242,"2013-04-09","2013-10-07",11,6,10.5459202134581,7,64
8207,28,1,4,6,1,6,283,"2013-04-09","2013-10-07",10,10,13.6524492484215,5,62
8208,22,0,1,2,2,3,333,"2011-08-17","2013-10-06",13,12,13.2553369528974,7,262
8209,29,1,2,4,4,6,180,"2013-04-08","2013-10-06",12,6,4.08371051175252,5,63
8210,47,0,4,5,6,4,186,"2013-02-08","2013-10-07",11,9,8.5824737964138,2,80
8211,48,0,4,3,4,4,49,"2013-04-04","2013-10-02",4,0,4.69604705964078,2,57
8212,23,0,1,5,5,3,343,"2013-02-08","2013-10-07",21,35,10.6316098358832,2,81
8213,23,0,4,2,2,4,187,"2013-03-10","2013-10-07",7,8,5.72002863662337,6,72
8214,17,1,1,2,2,3,101,"2013-02-08","2013-10-07",5,4,4.21075911465769,1,85
8215,24,0,4,2,3,4,173,"2013-02-08","2013-10-07",12,13,7.28812754574886,5,82
8216,22,1,2,6,1,2,75,"2011-09-17","2013-10-07",8,3,2.39239795176029,3,250
8217,37,0,4,3,3,2,129,"2013-04-09","2013-10-07",7,7,8.11346626708325,4,64
8218,24,1,4,2,2,6,106,"2013-03-10","2013-10-07",9,13,3.41545680601013,4,66
8219,30,1,2,5,5,5,59,"2013-03-10","2013-10-07",3,3,11.1641196159075,2,67
8220,37,0,1,5,5,6,168,"2013-04-09","2013-10-07",9,9,9.38930679060221,4,56
8221,16,1,1,3,3,3,136,"2013-03-10","2013-10-07",10,8,3.54620793946692,3,69
8222,47,1,4,3,3,6,397,"2013-03-10","2013-10-07",16,20,10.5043449586424,9,73
8223,20,0,1,3,3,5,137,"2011-12-16","2013-10-07",12,13,4.27992210266343,2,220
8224,22,0,4,3,4,5,304,"2012-12-10","2013-10-07",15,9,7.40988828096304,7,101
8225,28,0,1,2,2,3,178,"2013-03-10","2013-10-07",8,10,12.0384694079613,5,67
8226,24,0,2,3,3,1,207,"2013-04-09","2013-10-07",14,17,4.36982039676006,6,63
8227,23,0,2,2,2,2,230,"2011-08-17","2013-10-06",14,7,3.21640910160358,9,255
8228,21,0,4,2,2,2,291,"2011-01-20","2013-10-07",7,14,19.9097369304303,7,333
8229,32,0,4,6,6,6,186,"2013-03-10","2013-10-07",13,15,4.05841243576055,3,66
8230,23,1,2,2,2,2,222,"2013-03-10","2013-10-07",7,14,16.9464077666688,5,72
8231,21,0,2,3,3,1,91,"2013-01-09","2013-10-07",5,6,9.92789776131056,2,87
8232,50,1,4,1,1,1,88,"2013-05-07","2013-10-05",9,10,2.0797886653395,1,49
8233,9,1,4,4,4,4,160,"2013-04-09","2013-10-07",7,9,12.1945894972658,3,55
8234,25,1,2,2,3,3,35,"2013-02-07","2013-10-06",3,2,3.34715346251321,3,76
8235,30,0,2,6,6,6,17,"2013-04-09","2013-10-07",1,0,2.29047288350862,1,64
8236,46,1,1,5,5,4,177,"2013-04-09","2013-10-07",7,4,17.130610499899,3,64
8237,26,1,1,1,1,1,180,"2013-03-10","2013-10-07",9,8,7.69589682193112,4,70
8238,27,1,1,3,3,1,124,"2013-03-10","2013-10-07",7,8,4.96393123314345,3,72
8239,23,1,2,2,3,2,235,"2013-03-09","2013-10-06",13,10,9.74654310261377,7,66
8240,45,1,4,1,2,4,117,"2013-04-09","2013-10-07",9,10,1.44192439047888,4,64
8241,19,1,4,3,4,3,202,"2013-01-08","2013-10-06",8,4,12.1672825543445,3,90
8242,16,1,2,1,1,3,235,"2012-10-11","2013-10-07",12,19,12.0034210921573,1,118
8243,23,0,2,6,6,6,270,"2010-12-21","2013-10-07",15,19,6.54962763835288,7,344
8244,20,0,1,3,3,1,666,"2013-04-09","2013-10-07",19,9,24.0030677018662,7,61
8245,21,1,1,6,1,4,271,"2013-03-10","2013-10-07",11,9,15.5286535637168,4,74
8246,19,1,1,4,4,5,350,"2012-02-14","2013-10-07",18,15,8.89553970600275,7,205
8247,21,1,2,4,4,6,297,"2012-05-14","2013-10-07",20,14,4.26338088981615,7,168
8248,15,1,1,5,5,5,147,"2013-03-08","2013-10-05",9,6,8.37333875708763,2,68
8249,16,1,1,2,2,3,309,"2013-02-08","2013-10-07",13,6,12.2480875448826,3,80
8250,16,1,1,5,5,5,49,"2013-04-09","2013-10-07",5,2,3.36089825396608,1,61
8251,23,1,2,3,3,4,82,"2012-04-14","2013-10-07",8,5,1.77097115086528,5,183
8252,18,1,1,5,6,4,312,"2011-12-16","2013-10-07",14,6,19.4285486109234,1,215
8253,22,0,1,2,3,1,57,"2013-02-04","2013-10-03",3,1,1.75349687334585,3,84
8254,19,1,2,6,6,6,430,"2011-10-16","2013-10-06",21,17,7.54856320634731,5,239
