"","Date / Time","City","State","Shape","Summary","Posted","Duration"
"15115","8/3/11 22:49","Nampa","ID","Triangle","Two large amber glowing objects over Nampa/ Caldwell  Idaho","8/7/11",10
"15116","8/3/11 01:20","San Antonio","TX","Triangle","A triangular shaped object seemed to be floating and flashing bright, different colored light. Over a course of 45 minutes it slowly ch","8/7/11",45
"15117","8/2/11 21:25","Owego","NY","Triangle","Triangular craft spotted with 3 white lights on corners, hovered without sound.","8/7/11",3
"15118","8/2/11 01:00","Sumter","SC","Triangle","An unknown object appeared in the hour of darkness","8/7/11",NA
"15119","8/1/11 22:00","Violet","LA","Triangle","2 triangle crafts, bright blue beams","8/7/11",2
"15120","7/31/11 00:00","Ashland","KY","Triangle","I walked out to smoke and seen a red triangler red light with white lights circling the outside of it.  Both blinking very fast.","8/7/11",NA
"15121","7/30/11 23:00","Smithville","TX","Triangle","Red and green glow to lights on  triangle crafts and GIANT falling star w/ green tracer  then broke into 3 parts.","8/7/11",4
"15122","7/30/11 21:45","Yarmouthport","MA","Triangle","As suggested - I wrote to the local newspaper to inquire about a UFO siting by my husband and myself. This is as it appeared in the pap","8/21/11",4
"15123","7/29/11 22:50","Dunn","NC","Triangle","Triangular UFO's seen in Dunn, NC on  07/29/2011","10/10/11",15
"15124","7/28/11 08:30","Atlanta","GA","Triangle","Triangular light followed by red ball of light seen in Atlanta, Georgia","8/7/11",4
"15125","7/27/11 21:00","Hilton Head Island","OH","Triangle","3 bright orange lights in triangular formation hovering in sky along coast","8/7/11",230
"15126","7/24/11 01:00","Oxnard","CA","Triangle","UFO with red, white and green lights in a triangle form hovering over the ocean.  ((NUFORC Note:  Possible twinkling star.  PD))","8/7/11",1
"15127","7/23/11 23:47","Chicago","IL","Triangle","Three orange-red lights in shape of triangle with fourth light approaching during an intense lightning storm.","8/7/11",2
"15128","7/23/11 23:06","Anaheim","CA","Triangle","We were fishing in Anaheim, CA, on July 23, 2011, when we saw a large triangle UFO fly overhead","8/21/11",345
"15129","7/23/11 23:00","Jackson Hole","WY","Triangle","Black triangle above grand Teton maybe 2 miles wide corner to corner","8/5/12",10
"15130","7/23/11 15:30","Council Bluffs","IA","Triangle","Object over council bluffs ia","8/7/11",2
"15131","7/22/11 21:40","Sanford","FL","Triangle","Triangular hovering projecting bright lights over lake near bridge","8/7/11",5
"15132","7/22/11 03:00","Allen","TX","Triangle","Two triangle objects with blinking white and one red light. Flying at very low altitudes over suburbs silently.","8/7/11",2
"15133","7/21/11 22:10","Byron Center/Dorr","MI","Triangle","A low-flying triangular aircraft.","8/7/11",5
"15134","7/21/11 21:18","St. Augustine","FL","Triangle","Glowing triangle moving across the sky","8/7/11",30
"15135","7/21/11 04:00","Redlands","CA","Triangle","Triangle shaped Gray craft with one red light on the center and small lights in the rear flys over me in Redlands CA","8/7/11",2
"15136","7/20/11 23:20","Brownsville","KY","Triangle","I saw 3 lights in the form a triangle and it was flying very low and slow,","8/7/11",10
"15137","7/18/11 23:00","Carthage","TX","Triangle","Black triangle UFO close to I-20 in East Texas","12/12/11",20
"15138","7/18/11 11:45","Los Banos (approx 10 miles east of)","CA","Triangle","3 Bright lights along highway 152 east of Los Banos, very close to the ground.","8/7/11",5
"15139","7/18/11 03:16","Tampa","FL","Triangle","Bright white light hovering high in sky over S. Tampa.  ((NUFORC Note:  Possible twinkling star?  PD))","8/7/11",15
"15140","7/17/11 23:00","Ormond Beach","FL","Triangle","Large triangular object floating slowly through Ormond Beach, Florida.","8/7/11",4
"15141","7/17/11 13:00","Lewiston","ID","Triangle","Three delta, possibly ""bat-shaped"" objects observed flying due west between 10,000 and 25,000 feet at very high rate of speed.","8/7/11",20
"15142","7/15/11 23:20","Poughquag","NY","Triangle","Large triangular shaped object with steady red,green and white lights glides over my home","7/17/11",NA
"15143","7/15/11 23:00","Wayland","MI","Triangle","I saw a fireball that was actually some sort of plane","8/30/13",15
"15144","7/15/11 15:00","Denver","CO","Triangle","White Triangle in Denver Colorado","7/17/11",3
"15145","7/15/11 10:30","Surfside Beach","SC","Triangle","Was turning left out of our subdivision and looked up into the sky.  Saw several bright lights ""playing"" thru the cloud.  Full moon ton","7/17/11",15
"15146","7/14/11 23:34","Miami","FL","Triangle","Large dark triangle with alternating blue and red lights flying over Miami","7/17/11",10
"15147","7/13/11 22:00","Lithonia","GA","Triangle","Triangle craft with bright lights surrounding the perimeter.","7/17/11",4
"15148","7/12/11 00:08","Saranac","MI","Triangle","Three lights slowly and silently passed over my house","7/17/11",5
"15149","7/11/11 22:40","Wisconsin Dells","WI","Triangle","4 Triangular shapes above Wisconsin Dells","7/17/11",15
"15150","7/10/11 20:00","West Hills","CA","Triangle","UFO fly across the moon.","7/17/11",30
"15151","7/9/11 10:35","Owasso","OK","Triangle","Triangular shaped UFO passes over my house in broad daylight.","7/17/11",4
"15152","7/8/11 20:30","Lexington","MI","Triangle","Looked like the black triangle ufos.","8/7/11",NA
"15153","7/7/11 22:30","Moore","SC","Triangle","There was a 3 lights that were oscilating around themselves and twirling in a circle. Then as I watched it turned and shaped in to a fl","7/17/11",25
"15154","7/7/11","Colorado Springs","CO","Triangle","UFO over Powers and Omaha","7/17/11",6
"15155","7/5/11 23:45","New Sweden","ME","Triangle","Very bright red light, switching to white, on 3 triangular shapes connect to one form. Hovered over the tree line as well as flew over.","7/6/11",7
"15156","7/5/11 22:40","Chicago","IL","Triangle","Three white strobing lights in a triangular pattern","7/6/11",5
"15157","7/5/11 01:30","Austin","TX","Triangle","A couple of friends and I were enjoying independence day when we looked up at The sky and saw about 5 triangular  objects with only the","7/17/11",3
"15158","7/5/11 00:38","Fresno","CA","Triangle","Strange lights/UFO's over Fresno,Ca near the airport.","7/17/11",20
"15159","7/4/11 23:45","San Pedro","CA","Triangle","Golden Fire Pyramids over San Pedro and Palos Verdes, CA - 4 July 2011","6/20/12",20
"15160","7/4/11 23:00","Arcata","CA","Triangle","Red, green, and white lights hovering, jumping, and zig-zagging above  Arcata, CA 7/4/2011","7/6/11",5
"15161","7/4/11 22:00","Waipahu","HI","Triangle","I can't belive i'm seeing this in hawaii.","7/6/11",NA
"15162","7/4/11 21:30","Malden","MO","Triangle","Three people saw a ""fireball ufo"" at  2 different times.","7/6/11",45
"15163","7/4/11 21:25","Lockport","IL","Triangle","Two orange triangles moving simultaneously behind each other, then after 20/30 seconds, disappear on a clear stary night.","7/17/11",230
"15164","7/4/11 21:20","Beecher","IL","Triangle","Saw triangle shaped craft. 1 light on tip, 2 on back. made triangle over town.","7/6/11",360
"15165","7/4/11 20:30","Lake Junaluska","NC","Triangle","Triangle, hovering then moving away slowly.  Single red light on and off at random.  No sound.","7/17/11",5
"15166","7/4/11 20:00","Lakeland","FL","Triangle","2 redish yellow flying objects in South Lakeland, Florida spotted hovering through the air and then sped up and vanished.","7/6/11",NA
"15167","7/4/11 00:05","Springdale","AR","Triangle","Orangish triangle shaped flying object in nwa on july 4th 2011 around midnight flying north","7/17/11",1
"15168","7/4/11 00:01","Saint Paul","MN","Triangle","Update* from the 07-28-11 report of Triangle UFO seen over St. Paul, MN, July 4th, 2011.","8/7/11",5
"15169","7/4/11 00:01","Saint Paul","MN","Triangle","Two triangular craft were seen over a populated area of South Saint Paul, MN, at midnight July 3, to July 4, 2011.","8/7/11",5
"15170","7/3/11 22:10","Bandera","TX","Triangle","Very bright, silent, triangular object over Bandera Co., TX, suddenly turned off lights tho obj. still there. (NUFORC Note:  ISS.  PD))","7/4/11",20
"15171","7/3/11 22:00","Battle Creek","MI","Triangle","Triangular shape, noisless,, object floated through sky over apartment building.","1/24/12",2
"15172","7/1/11 22:15","Mornas A7 Motorway (France)","","Triangle","White Orbs attach to Black Triangle in South of France 1st July 2011 at 10.15pm","12/17/11",5
"15173","7/1/11 22:00","Orlando","FL","Triangle","Large Black Triangle object/White lights on corners/ Red light on center bottom and 3-6 white lights on bottom/ Slow moving","7/4/11",2
"15174","7/1/11 21:45","Washington","MO","Triangle",";@ Approx 9:45 pm tonight my wife and I were sitting on our deck.Heard fire works going off in our Subdivison. I look to the South","7/4/11",NA
"15175","7/1/11 11:10","Seaside","CA","Triangle","Two  flying triangle shape objects","7/4/11",1
"15176","7/1/11 00:50","Gaithersburg","MD","Triangle","Strange high frequency noises heard in the sky.","8/5/12",2
"15177","7/1/11","Lafollette","TN","Triangle","Low flying triangle.","5/15/13",NA
"15178","6/30/11 17:00","Falls of Rough","KY","Triangle","Two hypotenuse-shaped triange craft, joind by a cylinder, traveling in broad daylight with no sound.","2/4/13",15
"15179","6/29/11 01:20","Waretown","NJ","Triangle","It was triangular shape, with odd sound coming from it, and had flashing white and orange lights.","7/4/11",45
"15180","6/28/11 21:25","North Myrtle Beach","SC","Triangle","Three orange/reddish triangular  lights over North Myrtle Beach!","8/7/11",2
"15181","6/28/11 20:30","Hermitage","TN","Triangle","Object with lights flying my direction in a ""casual"" manner and vanishes.","7/4/11",3
"15182","6/28/11 18:50","Springfield","MO","Triangle","Daytime triangular craft flying above Springfield, Missouri","8/7/11",NA
"15183","6/28/11 02:55","Ferndale","WA","Triangle","two triangular shapesin the sky with a frightful  feeling that accompanied them","7/4/11",NA
"15184","6/27/11 22:00","Antioch","IL","Triangle","((HOAX??))  A lighted boomerang shaped object in the sky.","7/4/11",NA
"15185","6/26/11 22:00","Fayetteville","NC","Triangle","fayetteville nc 6-26-2011, triangle ufo 10pm","6/27/11",5
"15186","6/25/11 23:48","Richardson","TX","Triangle","Triangle Craft With Intemittent White Green and Red lights","6/27/11",45
"15187","6/25/11 23:34","Spanaway","WA","Triangle","v shaped object near mcchord afb","10/10/11",10
"15188","6/25/11 23:00","St. Louis","MO","Triangle","I was taking a few pictures of an approaching storm front on June 25, 2011, South St. Louis County, Missouri, facing west. In the lower","7/4/11",30
"15189","6/20/11 22:30","Moline","IL","Triangle","The UFO I saw was near an airport, Quad Cities International Airport to be exact, so the craft I saw may just be a normal plane or Je","6/27/11",5
"15190","6/17/11 21:00","Wharton","NJ","Triangle","Bright red UFO spotted over Northern New Jersey","6/20/11",3
"15191","6/16/11 01:00","Gila Bend (west of)","AZ","Triangle","V-shaped craft makes banked turns at a high rate of speed while buzzing rooftops of businesses and homes.","6/27/11",10
"15192","6/13/11 22:21","Leavenworth","WA","Triangle","Bright triangular shape changing direction and moving irregularly.  ((NUFORC Note:  Sighting of Intl. Space Station.  PD))","6/20/11",6
"15193","6/10/11 21:00","Red Oak","TX","Triangle","Triangular craft descends alarmingly low over TX","6/12/11",5
"15194","6/5/11 22:11","Omaha","NE","Triangle","This is the second time I and my friend seen this object the first one was in April can't remember the exact date and the one I saw yes","6/8/12",NA
"15195","6/4/11 22:10","Beacon","NY","Triangle","Hovering Triangle in Beacon New York","6/12/11",1
"15196","6/3/11 23:30","Belton","TX","Triangle","Triangular shaped object with the round white light's at each tip.","8/21/11",30
"15197","6/2/11 20:00","Upland","CA","Triangle","Triangle Shaped Craft over San Bernardino County","6/12/11",15
"15198","6/2/11 01:19","Montclair","CA","Triangle","V shaped craft over san bernardino county viewed from montclair california.  ((NUFORC Note:  Possible hoax, we wonder.  PD))","6/3/11",10
"15199","6/1/11 00:00","Bergen","NY","Triangle","Two triangle UFO's sighted in the small Bergen village in Rochester, N.Y.","6/20/11",2
"15200","5/30/11 04:20","Pueblo West","CO","Triangle","two bright white lights with a translucent veil traveled from south west to North  horizon just before dawn.","6/12/11",10
"15201","5/29/11 22:00","Davenport","IA","Triangle","Triangle observed hovering over davenport near regional airport","6/3/11",2.5
"15202","5/29/11 21:30","Ojibways of Onigaming FN (Canada)","ON","Triangle","Red fireball with a triangle around it hovering over house in Ojibways of Onigaming FN Ontario Canada","6/3/11",5
"15203","5/25/11 05:20","Tallahassee","FL","Triangle","Triangular shaped UFO observed hovering at low level on the east side of Tallahassee, Florida","5/29/11",10
"15204","5/25/11 00:09","Fayetteville","NC","Triangle","We were sitting out on my back deck looking towards the southeast when all of a sudden we spotted two objects in the sky comming from t","5/29/11",NA
"15205","5/24/11 22:15","San Leandro","CA","Triangle","UFO San Leandro California","5/29/11",10
"15206","5/22/11 19:31","New York City (Manhattan)","NY","Triangle","Lights over Manhattan","5/29/11",NA
"15207","5/22/11 19:00","Lake Zurich","IL","Triangle","Triangle of light in sky over Lake County, IL.","6/12/11",NA
"15208","5/22/11 16:00","Battle Creek","MI","Triangle","((HOAX??))  Small triangular craft.","5/29/11",45
"15209","5/21/11 22:00","Espoo (Finland)","","Triangle","((HOAX??))  triangle with eight lights","5/29/11",10
"15210","5/21/11 20:07","Maple Valley","WA","Triangle","Two separate triangles of light (one light per corner)","5/29/11",370
"15211","5/21/11 20:00","Washington, D.C.","DC","Triangle","((HOAX??))  Saw hover triangle with eight lights in D.C.","7/17/11",NA
"15212","5/21/11 20:00","Toronto (Canada)","ON","Triangle","((HOAX))  triangle 8 yellow lights over Toronto, Ontario, Canada.","11/19/12",1
"15213","5/21/11 18:00","Luleå (Sweden)","","Triangle","Triangular shaped formation of bright yellow dots over Luleå, Sweden","5/29/11",5
"15214","5/21/11 01:27","Halifax (Canada)","NS","Triangle","The lights flew acrossed the sky faster then any shooting star/meteor shower i have ever seen, moved back and forth acrossed the sky.","5/29/11",240
"15215","5/20/11 22:34","Mobile","AL","Triangle","I was on my way home from work (overtime) and i was on this long road with trees on both sides of the highway. The road was practically","5/29/11",5
"15216","5/20/11 18:00","Ferizaj (Kosovo)","","Triangle","At ~1800 HLT at least 15 people spotted three triangular aircraft hovering.","5/29/11",2
"15217","5/17/11 17:20","Omaha","NE","Triangle","Triangle Object","12/12/11",20
"15218","5/17/11 01:30","Sioiux City","IA","Triangle","Was outside late at night in a slightly drizziling rain when i caught sight of a triangulare object in the sky.","5/29/11",15
"15219","5/16/11 22:05","Vancouver (Canada)","BC","Triangle","((HOAX??))  I was look out side my window when I saw 3 lights floating outside, all of them where yellow, and in a triangle formation","3/13/12",NA
"15220","5/15/11 23:10","East Troy","WI","Triangle","Red, white, green flashing lights, followed by a triangle shaped slow moving object that hovered over lake","5/29/11",15
"15221","5/15/11 20:20","Soddy Daisy","TN","Triangle","My mom and I saw a giant triangle with lights on it fly over our house while we were outside.","5/29/11",NA
"15222","5/15/11 20:00","Sun City","AZ","Triangle","It was just before dark at dusk.  I just moved in and was looking at the sky to my left.  I saw an orange upside down triangle in the s","8/7/11",5
"15223","5/15/11 09:00","Janesville","WI","Triangle","Waiting at a bus stop, a lot of strange stuff happened only a minute before witnessing an object I will NEVER forget!","12/12/11",NA
"15224","5/14/11 12:30","Plainview","TX","Triangle","Small black triangular object hovering slowly over my roof while star gazing. This object was pitch black, no lights no sound. It blend","5/29/11",NA
"15225","5/13/11 22:00","Kermit","TX","Triangle","triangles over Kermit TX","5/29/11",45
"15226","5/13/11 22:00","Rock Hill","SC","Triangle","Lighted object over South Carolina","5/29/11",30
"15227","5/8/11 19:00","Albuquerque","NM","Triangle","Reddish orange glowing triangular object appearing to viewers 30-35 minutes toward the West.","8/21/11",335
"15228","5/7/11 12:44","Douglaston","NY","Triangle","Black Triangle object with a Round top or head photographed in the Little Neck area of New York.","5/12/11",1
"15229","5/6/11 22:45","Sherbrooke (Canada)","QC","Triangle","V-Shaped Triangle UFO","5/12/11",NA
"15230","5/6/11 22:10","Huntsville","AL","Triangle","""very aggressive''","5/12/11",5
"15231","5/6/11 14:00","Hunlock Creek","PA","Triangle","Triangular shaped object viewed during daytime hours in Northeastern PA","5/12/11",30
"15232","5/6/11 09:15","Lexington","MA","Triangle","Triangular tumbling object with red grey shimmering light flying over highway 95 Lexington Mass morning May 6th 2011","5/12/11",25
"15233","5/5/11 22:00","Nampa","ID","Triangle","I was taking my evening walk in a westernly direction when I noticed a very bright light in the northwest. The light was many times bri","5/29/11",5
"15234","5/5/11 21:00","Winter Garden","FL","Triangle","triangular shape and extremely fast","5/12/11",2
"15235","5/5/11 01:03","Rochester","NY","Triangle","three large triangle shaped aircraft","5/29/11",5
"15236","5/3/11 21:20","Venice","CA","Triangle","Silent Triangle craft sighted Venice, CA May 3rd 2011 21:20","5/12/11",15
"15237","5/2/11 21:00","Santa Monica","CA","Triangle","looked like stealth bomber","5/12/11",NA
"15238","4/29/11 23:30","St. Charles","MO","Triangle","St. Charles, off MO-94 (Friedens Rd), three triangle shaped white lights hover above the road","5/2/11",NA
"15239","4/29/11 22:00","Apex","NC","Triangle","Going on  ten min now west sky ovet apex. Hoovering aprox 2500 feet.wow. its not of this world.","5/2/11",NA
"15240","4/28/11 15:30","Singapore/Borneo (between) (in flight)","","Triangle","Black triangular object seen overtaking airplane during flight in Southeast Asia","3/13/12",2
"15241","4/25/11 22:00","Dallas","TX","Triangle","An event I thought was awesome!","5/12/11",3
"15242","4/24/11 22:30","Stuart","FL","Triangle","Triangular shaped craft over Sewals point . Stuart, Fl","5/2/11",4
"15243","4/24/11 00:30","Ocala","FL","Triangle","Two witnesses observe a triangular object, with three faint orange/red lights.","5/2/11",20
"15244","4/23/11 01:00","Whitefish","MT","Triangle","Triangle ufo whitefish montana","5/29/11",1
"15245","4/21/11 22:00","Effort","PA","Triangle","Triangular craft over Poconos...","5/2/11",3
"15246","4/20/11 19:02","Corona","CA","Triangle","Black triangle seen over Corona,, Ca. changing colors to pink and orange heading eastbound. 7pm day","5/2/11",10
"15247","4/19/11 22:30","Wilmington","NC","Triangle","Triangular gold foil rolling across the sky","5/2/11",30
"15248","4/19/11 08:30","Dhaka (Bangladesh)","","Triangle","I'm writing to you from Dhaka,Bangladesh because of an interesting encounter that my family and I had on the 19th April around 8:30 PM","5/2/11",3
"15249","4/18/11 22:05","New York City (Queens)","NY","Triangle","Triangular craft hovering over Southeastern Queens","5/2/11",7
"15250","4/16/11 22:30","Chateauroux (France)","","Triangle","3 red lights in a triangle formation seen in the French sky","5/12/11",2
"15251","4/16/11 20:00","Rancho Cucamonga","CA","Triangle","It moved at first then ..did not move ,changed colors & disappeared","5/2/11",NA
"15252","4/14/11 21:39","Federal Way/Redondo","WA","Triangle","white lights that resemble the arizona sightings.","5/2/11",2
"15253","4/14/11 21:00","Egg Harbor Township","NJ","Triangle","Large triangle with lights, making a low humming noise floated very slowly about 150 feet above the ground.","5/2/11",NA
"15254","4/14/11 21:00","Bethalto","IL","Triangle","Triangle-shaped flying object that had strobe-like lights and could maneuver abruptly.","5/2/11",NA
"15255","4/14/11 04:40","Goodyear","AZ","Triangle","Triangle shaped lights flying over outskirts of Phoenix from SSW to NNE at 0440am.","5/12/11",5
"15256","4/12/11 22:00","Rosamond","CA","Triangle","UFO spotted in Southern California's High Desert","5/2/11",NA
"15257","4/11/11 21:00","Lake Forest","IL","Triangle","3 Triangular UFOs Sighted in Lake Forest, IL","5/2/11",5
"15258","4/9/11 23:55","Farmington","NM","Triangle","the craft had and forward object protuding out of the fornt may or may not hand something onw the fornt of the shaft, then  it what loo","5/2/11",115
"15259","4/9/11 22:05","Asbury Park","NJ","Triangle","My wife and I were watching TV at approximately 10:05pm when my wife looked out our bedroom window and noticed a strange object in the","5/2/11",45
"15260","4/8/11 23:00","Irmo","SC","Triangle","((HOAX??))  ufo","5/2/11",NA
"15261","4/8/11 23:00","Woodland","WA","Triangle","Three lights over Woodland, WA.","5/2/11",1
"15262","4/8/11 22:00","Orlando","FL","Triangle","Amber orbish lights passing in formation","6/12/11",5
"15263","4/8/11 04:30","Hollywood","FL","Triangle","UFO in Hollywood, Fl","5/2/11",NA
"15264","4/8/11 01:00","Auburn","NY","Triangle","Low flying-------triangle---- with at least 3 very bright white lights----------- Makes NO noise.--- Comes out on clear nights---","5/2/11",10
"15265","4/6/11 17:00","Las Vegas","NV","Triangle","Triangle shaped UFO hovers overhead.","5/2/11",10
"15266","4/6/11 01:00","Mystic","CT","Triangle","I saw a triangle ufo in the Mystic ct hotel area.","5/12/11",6
"15267","4/4/11 22:30","Carson City","NV","Triangle","greyish/flat black in color no lights triangular shape with no noise from craft","5/2/11",10
"15268","4/3/11 03:30","Kearns","UT","Triangle","bizarre","5/2/11",NA
"15269","4/2/11 21:00","Franklin Square/Valley Stream Border","NY","Triangle","Lights flashed to reveal a Large Triangle Object","4/3/11",5
"15270","4/2/11 17:30","Lincolnshire","IL","Triangle","Triangular symmetric object flying low in a straight line over North Shore Chicago suburbs.","7/4/11",3
"15271","4/1/11 22:35","Adrian","MN","Triangle","3 round lights in triangle shape moved across sky at extreme rate of speed, looked like a falling star at first but then as it came mor","4/3/11",5
"15272","4/1/11 21:00","Lakewood","CO","Triangle","My husband, son and I were outside and my husband said what the **** is that? So my son and I stood up and I noticed a triangle shape o","5/12/11",20
"15273","3/31/11 23:24","Russellville","AR","Triangle","Followed a craft and ended following two crafts that was just to fast to keep up with.","4/3/11",3
"15274","3/30/11 22:10","North Bismarck","ND","Triangle","Small white glowing orbs, dark objects, floated, noisless","5/13/12",1
"15275","3/30/11 21:00","Chico","CA","Triangle","clear night sky.  Stood out very clear.","4/3/11",15
"15276","3/30/11 01:45","Easton","MD","Triangle","Black Triangle UFO 4 Lights... 1 Red(Blinking).. 911 Called","5/2/11",115
"15277","3/29/11 23:00","Yucaipa","CA","Triangle","BRIGHT LIGHT HOVERS OVER YUCAIPA, CA MARCH 29TH 2011 AT 11:00 P.M.","4/3/11",4
"15278","3/29/11 21:00","Fond du Lac","WI","Triangle","Very fast moving rounded point triangle with fixed and dimly lit  round glowing area near each corner","4/3/11",NA
"15279","3/29/11 20:18","Mead","CO","Triangle","One night 3/29/2011 2018 pm while driving to work ,I noticed some lights that seemed out of place. So I pulled off I-25 (mead exit) on","1/12/12",10
"15280","3/29/11 04:58","La Jolla","CA","Triangle","Hovering craft; red, blue, white lights not flashing; no sound.","4/3/11",1
"15281","3/28/11 11:00","Huntley","IL","Triangle","A triangular craft flying low, slow and silent","12/12/11",10
"15282","3/27/11 11:15","Ann Arbor","MI","Triangle","Triangular UFO Seen Over Downtown Ann Arbor","4/3/11",30
"15283","3/26/11 00:50","Stratford","CT","Triangle","Saw a grey, triangular object with two lights hovering in the sky.","4/3/11",5
"15284","3/24/11 05:40","Vancouver","WA","Triangle","triangular shaped object with a red light in the center","4/3/11",3
"15285","3/24/11 01:30","Haltom City","TX","Triangle","slow moving triangle shape black air craft,with white lights on each end point","4/3/11",NA
"15286","3/23/11 22:00","Eau Claire","WI","Triangle","Mostly stationary triangle crafts over Eau Claire Wed 2/23/11","4/3/11",NA
"15287","3/23/11 00:05","Burlington","MA","Triangle","A flying wing or triangle in Burlngton, MA, just after midnight.  ((NUFORC Note:  Reliable witness, who is a public employee.  PD))","3/23/11",NA
"15288","3/22/11 15:00","Shaver Lake","CA","Triangle","triangle black military craft.","4/3/11",2
"15289","3/20/11 21:35","Goleta","CA","Triangle","Black Triangle, 5 white lights over Goleta","4/3/11",10
"15290","3/20/11 19:40","Elliottsburg","PA","Triangle","Bright white lights came close enough to see a triangular shaped craft with bright circular lights on its bottom.","3/23/11",3
"15291","3/18/11 20:40","Walhalla","SC","Triangle","3 very bright non flashing white lights in a triangle formation moving slowing from west to North East w/no sound.","3/23/11",1
"15292","3/18/11 19:00","Fredericksburg","VA","Triangle","shot upwards after emiting a strange beam","3/23/11",2
"15293","3/13/11 22:00","Plattekill","NY","Triangle","OBJECTS VERIFIED BY LOCAL POLICE","3/23/11",1
"15294","3/13/11 16:30","Four Oaks","NC","Triangle","to fast moving shiny objects beside passenger plane over n.c.","3/23/11",3
"15295","3/13/11 00:40","Lorain","OH","Triangle","Seen the craft flying eastbound over the West side of the city of Lorain. The craft was seen for approximately 15sec before disappearin","3/13/12",15
"15296","3/12/11 20:00","Coventry (UK/England)","","Triangle","triangle shaped aircraft that glow","12/12/11",10
"15297","3/11/11 23:00","Comfort","TX","Triangle","U.S. Government secret aircraft. Possibly UFO","3/23/11",5
"15298","3/11/11 20:30","Mesa","AZ","Triangle","triangle shaped, 5 lights, silent, fast,","3/23/11",10
"15299","3/11/11 01:30","Orland","CA","Triangle","A strange triangular craft was hover off the west side of I-5 in n. Ca","3/23/11",3
"15300","3/10/11 23:00","Kermit","TX","Triangle","a triagle shape ship","5/2/11",5
"15301","3/10/11 00:15","Laurel","MT","Triangle","Red lights over Laurel Montana","3/23/11",NA
"15302","3/9/11 23:30","Lake Springs","MO","Triangle","MISSOURI INVESTIGATORS GROUP REPORT:  I  looked over the roof of my house where I saw a large craft flying west.","3/13/12",1
"15303","3/9/11 23:30","Rolla","MO","Triangle","Large triangle craft flies over my house, loud","3/23/11",1
"15304","3/8/11 21:00","West Springfield","PA","Triangle","Three lights spanning 20 feet, in the shape of a boomerang, change orientation and disappear.","3/10/11",5
"15305","3/8/11 20:00","West Springfield","PA","Triangle","3 lighted boomerang under 500 ft in the sky saw in West Springfield, PA.","3/10/11",5
"15306","3/7/11 21:00","Culpeper","VA","Triangle","Slow-moving, noise-less craft seemed to be surveying the area.","3/10/11",2
"15307","3/4/11 01:30","Groton","CT","Triangle","Unreported UFO sighting in CT.","4/3/11",NA
"15308","3/4/11 01:00","Elyria","OH","Triangle","Black craft shaped like stealth jet but too low flying and quiet in rural Elyria.","3/10/11",10
"15309","3/3/11 21:00","Fort Bragg","CA","Triangle","Triangular craft over Fort Bragg, California, ejects smaller craft.","3/10/11",5
"15310","3/3/11 12:00","Gloucester","VA","Triangle","Triangle shaped craft seen.","3/10/11",25
"15311","3/3/11 01:20","Sedona","AZ","Triangle","They where back on my Ranch Again, 3rd time, this time 3 of em, not 2, the hovered around my cow pastures, then flew west toward the mo","3/10/11",20
"15312","3/1/11 19:45","Wallingford and Cheshire","CT","Triangle","Two triangles stuck together at their bases. No sound.","3/10/11",3
"15313","3/1/11 13:00","Cohoes","NY","Triangle","2 Ufo's on Google Moon (incredible detail)","3/10/11",NA
"15314","3/1/11 07:00","Bemidji","MN","Triangle","Did anyone see the Triangle with lights in the sky in Bemidji, March 1, 2011 at 7:55?","3/10/11",4
"15315","2/25/11 22:30","Mill Creek","WA","Triangle","bright light changing colors over monroe/clearview/snohomish, wa","3/10/11",3
"15316","2/24/11 22:30","Escondido","CA","Triangle","It was 10:30 at night when I spotter a grey triangular flying object that was at a very low altitude.","5/29/12",1
"15317","2/24/11 20:30","Jacksonville","FL","Triangle","We were outside i step to the side by myself to look at the stars and i seen a triangular shaped object with bright white lights... ive","3/10/11",2
"15318","2/23/11 19:50","Holley","NY","Triangle","5 brights shaped like an upsidedown V or triangle over Holley Ny.","3/10/11",NA
"15319","2/19/11 05:23","Milwaukee","WI","Triangle","((HOAX??))  a very erie in Wisconsin & above in the sky in Milwaukee.  I am one of the few who stays up looking out my window","2/23/11",1230
"15320","2/17/11 18:00","Washougal","WA","Triangle","silent triangle","2/18/11",10
"15321","2/13/11 16:50","Quincy","IL","Triangle","High flying, high speed, bright white triangular object observed in full daylight and clear sky","2/18/11",10
"15322","2/13/11 16:35","Jacksonville","MD","Triangle","Since I'm a hunter (waterfowl) when I was what looked like snow geese circling I started to watch close. The sighting was about 1/2 mil","2/18/11",40
"15323","2/11/11 20:00","Dubai (U.A.R.)","","Triangle","bright firey object in night sky over Dubai, UAE that moved irradically","10/10/11",3
"15324","2/10/11 19:00","Lansdale","PA","Triangle","Triangle ufo (tr-3b) low hovering, many witnesses","12/12/11",NA
"15325","2/10/11 06:00","North Caldwell","NJ","Triangle","Large, Still, Silent, Hovering Triangular Craft.  19 Miles West of New York City","1/12/12",2
"15326","2/9/11 20:00","Lenox (general area)","MA","Triangle","saw a triangular flying object in the berkshires tonight.","2/18/11",15
"15327","2/8/11 01:00","Tulsa","OK","Triangle","Triangle shaped craft with lights on the corners and 1 big one in the middle.","8/5/12",NA
"15328","2/6/11 19:15","Capitola","CA","Triangle","triangular craft with three dim lights moving swiftly and silently across night sky","2/8/11",5
