"date","time","city","state","shape","duration","summary","post_date"
"9/3/12","22:00","Marlboro","MA","Fireball","600","Fireball moving towards us then stopped &amp; faded away slowly","9/24/12"
"9/3/12","21:30","St. Augustine","FL","Fireball","120","Me and my 2 sons were walking down Menendez st near the lions bridge my son told me to look up in the sky and we witnessed a yellow lig","9/24/12"
"9/3/12","19:00","Belle Mead","NJ","Fireball","120","Bright Orange pulsating Light over central NJ","9/24/12"
"9/2/12","23:30","San Jose","CA","Fireball","600","2 orange balls of light/fire hovering over east hills area","9/24/12"
"9/2/12","23:00","Verona","PA","Fireball","1200","In the night sky, six people saw 3 orange flaming pulsating objects slowly move across the sky.","9/24/12"
"9/2/12","22:00","Fairfield County-NYC area","CT","Fireball","600","5 glowing orbs seen traveling in NYC area","9/24/12"
"9/2/12","22:00","Southwick Beach State Park","NY","Fireball","300","Red/Orange Round Glowing Ball over Lake Ontario between Henderson and Sandy Creek at at Southwick Beach State Park. Did not move with w","9/24/12"
"9/2/12","21:12","Cape Coral","FL","Fireball","35","Orange object very bright then disappears","9/24/12"
"9/2/12","21:00","London (Canada)","ON","Fireball","300","Reddish- Orange floating orbs in London Ontario","9/24/12"
"9/2/12","21:00","Pelion","SC","Fireball","180","Orange fireball over Pelion, SC Sept. 2, 2012","9/24/12"
"9/2/12","20:00","Clifton","NJ","Fireball","180","Seven red / orange fireball lights hovering in formation.","9/24/12"
"9/2/12","13:00","New Haven (suburb)","CT","Fireball","120","It was floating arching descending but stationary on a very busy highway.","5/15/13"
"9/2/12","10:05","Houston","TX","Fireball","3","Green ball of fire falling from sky.","9/24/12"
"9/1/12","23:15","Seattle","WA","Fireball",NA,"Fireball sighting in Seattle","9/24/12"
"9/1/12","21:45","Lindenhurst","NY","Fireball","5","A fireball coming down","9/24/12"
"9/1/12","21:00","Edwardsville","IL","Fireball","600","5 yellow orange fireball/orbs seen by 3 people in Southern Illinois near 20 miles from St.louis","9/24/12"
"9/1/12","21:00","Quinby","SC","Fireball","300","5-7 orange orbs in the sky","9/24/12"
"9/1/12","21:00","Saint Louis Park","MN","Fireball","300","7 fireballs in sky above 394W and Louisiana Ave","9/24/12"
"9/1/12","20:30","Point Pleasant","NJ","Fireball","120","Orange-Red Fireball Across the Sky","9/24/12"
"9/1/12","10:28","Oyster Bay","NY","Fireball","45","Bright red light across the bay","9/24/12"
"9/1/12","09:00","Dexter","NY","Fireball","120","I was at home where I have kind of a country setting.  My cat was in the window and I went over to pet him.  I looked out of the window","10/30/12"
"8/31/12","21:40","Longwood","FL","Fireball","120","Four orange glowing globes floating quickly and silently in a fairly straight line then vanish one by one.","9/24/12"
"8/31/12","21:04","St. George","UT","Fireball","180","WOW!   Flaming ball of Fire?  Or something else ?","9/24/12"
"8/31/12","20:45","Newburgh","IN","Fireball","180","Orange fireball hovering and then sped away quickly seen by nurse and patient","9/24/12"
"8/31/12","01:50","Madison","WI","Fireball","300","2 fireball like spheres from the West head east over Madison, same as 08/18/12","9/24/12"
"8/30/12","22:55","Quarryville","PA","Fireball","600","Orange Fireball sighted in Solanco","9/24/12"
"8/30/12","22:15","Ocean City","MD","Fireball","7200","Flashing lights of all sort hovered above Ocean City, Maryland on August, 30, 2012.","9/24/12"
"8/30/12","21:30","Blythe/Desert Center (between)","CA","Fireball","300","Fireball and Circular lights appearing and disapearing over Chuckwalla Mountains Wilderness Area, CA","9/24/12"
"8/30/12","21:15","Desert Center","CA","Fireball","2100","My father and I were driving on I-10 East and seen a large fireball like object with many smaller ones trailing it. Shortly after we se","9/24/12"
"8/30/12","20:45","Pittsburgh","PA","Fireball",NA,"Fireball over Brookline, Pittsburgh, Pa.","9/24/12"
"8/29/12","22:35","Austin","TX","Fireball","2","Red and yellow Comet like object flashed across the sky just below the clouds in Austin.","9/24/12"
"8/29/12","21:51","Charlotte","NC","Fireball","30","Green fireball with orange trail following.","9/24/12"
"8/29/12","00:31","Columbus","OH","Fireball","60","Orange Glowing Orb or Fireball seen over Columbus OH, (North OSU Campus)","9/24/12"
"8/28/12","02:30","Scottsdale","AZ","Fireball","15","Seven Orange &quot;Fireball&quot; Objects Dance in the Arizona Moonlight","9/24/12"
"8/28/12","01:56","Miami","FL","Fireball","5","Reddish orange ball appears in the night sky at tremendous speed.","9/24/12"
"8/27/12","21:00","York","ME","Fireball","10","Shooting star quickly decends before stopping and hovering briefly after turning green and traveling horizontally before disappearing","9/24/12"
"8/27/12","06:15","Timmins (near) (Canada)","ON","Fireball","3","Saw a red orange object with red orange and blue trailer flame behind it.","9/24/12"
"8/26/12","23:30","Sag Harbor","NY","Fireball","5","Bright red ball shaped object in southern sky.","9/24/12"
"8/26/12","21:00","Syracuse","NY","Fireball","300","10 floating fireball looking lights flying over parking lot of store in syracuse,ny.","9/24/12"
"8/26/12","20:50","Langley","WA","Fireball","60","Location at Baby Island  neighborhood, Whidbey, WA Object come from east to west,over Saratoga passage  between Whidbey and Camano Isla","9/24/12"
"8/26/12","20:30","Morrisville","VT","Fireball","300","Pulsating and slowly moving fireball appears during sunset, stops then resumes travel after pulsating glow goes out","9/24/12"
"8/26/12","18:21","Annandale","NJ","Fireball","120","One fireball looking low object moved slow at first, then off it went to the east","9/24/12"
"8/26/12","10:15","Union Grove","WI","Fireball","300","Orange ball in sky floating but moving slow.","9/24/12"
"8/26/12","01:00","Niagara Falls (Canada)","ON","Fireball","60","Orange look alike plane on fire! in the dark sky","9/24/12"
"8/25/12","23:00","Woodstown","NJ","Fireball","20","4 Witnesses See Hovering Fireball in Woodstown, NJ","10/30/12"
"8/25/12","22:15","Point Clark (Canada)","ON","Fireball","180","Orange ball flying across the sky Lake Huron","9/24/12"
"8/25/12","22:15","Point Clark (Canada)","ON","Fireball","180","Orange ball flying across the sky Lake Huron.","9/24/12"
"8/25/12","22:00","Liberty Lake","WA","Fireball","5","5 second big flaming ball in the night sky at an outdoor movie.","9/24/12"
"8/25/12","21:45","Hauppauge","NY","Fireball","60","Bright orange fireball flying westward over long island","9/24/12"
"8/25/12","21:45","Farmington Hills/Livonia","MI","Fireball",NA,"I was driving down 275 southbound when i noticed in the sky at least 8 fireballs moving at a moderate speed, spaced about evenly apart.","9/24/12"
"8/25/12","21:35","Henniker","NH","Fireball","600","Bright orange light moving west to east","9/24/12"
"8/25/12","21:32","Bradford (Canada)","ON","Fireball","900","We saw 2 bright orange lights in the sky.  They were low and very silent and moving very fast.  Almost appeared to  be a fire.","9/24/12"
"8/25/12","21:30","Elyria","OH","Fireball","900","Firey orange orbs right over us!","9/24/12"
"8/25/12","21:30","East Mountain (Canada)","NS","Fireball","30","We saw a huge Fireball come to earth in a shallow arch.It was an inch wide in diameter and a long trailing smoke trail ,maybe about 2 i","9/24/12"
"8/25/12","21:00","Cortland","NY","Fireball","600","A group of about 10 fireball like objects traveling at about the speed of a normal helicopter with no sound. Ten minutes to cross sky.","9/24/12"
"8/25/12","19:00","Vancouver","WA","Fireball","5","White light falling to the ground leaving a red trail behind it.","12/20/12"
"8/24/12","22:00","Issaquah","WA","Fireball","600","Two controlled fireballs over lake sammamIsh","9/24/12"
"8/24/12","21:30","Tecumseh (Canada)","ON","Fireball","300","Seen a orange glowing ball hovering over the town of Tecumseh, ON","10/30/12"
"8/24/12","21:30","Holly Springs","NC","Fireball","240","Two bright orange fireballs cross the sky from west to east moving slowly, below clouds, no sound. The first one stopped and could see","9/24/12"
"8/24/12","20:40","Pasadena","MD","Fireball","600","Two red flare looking objects floated up in the Eastern sky. They both began to move slowly to tne North at the same elevation.","9/24/12"
"8/24/12","07:30","Northport","NY","Fireball","600","Large white orb of light hovering/slowly drifting across the sky","9/24/12"
"8/24/12","00:40","Harvard","IL","Fireball","300","Fiery white orb in the sky.","9/24/12"
"8/23/12","23:55","Uniontown","OH","Fireball","1","I was in my upstairs bathroom looking out of the window and I saw what appeared to be a teardrop shaped fireball moving northwest throu","9/24/12"
"8/23/12","22:05","Waterloo","IA","Fireball","30","One Fireball like object with an oscillating halo preceding it appeared at 9;05pm moving from South to North and another following the","9/24/12"
"8/23/12","21:45","Williamsport","PA","Fireball","180","Orangish yellow orb seen by a friend and I.","9/24/12"
"8/23/12","20:45","Chicago","IL","Fireball","30","Fireball of light for 30 seconds on the south end of Lake Michigan.","9/24/12"
"8/23/12","11:30","Charlotte","NC","Fireball","600","5 orange objects over Charlotte, two mins apart","9/24/12"
"8/23/12","06:55","New Hyde Park","NY","Fireball","10","Object flashing yellow orange green lights appeared, hovered, accelerated swiiftly and vanished","9/24/12"
"8/23/12","01:47","Plainsboro","NJ","Fireball","10","2 fireball shapes over a farm in nj","9/24/12"
"8/22/12","23:15","Block Island","RI","Fireball","180","Saw 5 fireballs some in V formation that went out one by one.","9/24/12"
"8/21/12","22:18","Columbus","OH","Fireball","300","Teardrop fireball crosses path of plane.","9/24/12"
"8/21/12","22:00","Myrtle Beach","SC","Fireball","240","Orange fireball going out of Myrtle beach into the sky","9/24/12"
"8/19/12","22:20","Milwaukee","WI","Fireball","600","Silent group of 12-15 glowing orange orbs of light appear one at a time over horizon and flying in a spread out cluster NW to SWW","9/24/12"
"8/19/12","22:00","Chautauqua","NY","Fireball","240","3 sucessive silent fireballs in sky sighted over Chautauqua Lake in western New York state on August 19th or 20th.","9/24/12"
"8/19/12","20:20","Essex","VT","Fireball","120","Fireball/Orb over Vermont 8/19/2012","9/24/12"
"8/19/12","20:00","Reseda","CA","Fireball","3","Fireball on top of church steeple.","10/30/12"
"8/18/12","00:00","Minneapolis","MN","Fireball","300","I was in uptown Minneapolis near the Ice House and got video of 6-8 bright orange lights floating across the sky.  Several people on th","9/24/12"
"8/18/12","23:00","Jacksonville Beach","FL","Fireball","60","Orange ball of light moving south to north over the ocean at extreme speed then disappeared.","8/19/12"
"8/18/12","23:00","Milford","CT","Fireball","300","9 orbs suspended in the sky, they got bright fire a second and then they vanished","9/24/12"
"8/18/12","22:46","Brentwood/Maplewood","MO","Fireball","300","Glowing orange and white balls of light drifting steadily at different altitudes silently headed northwest from Brentwood, MO.","9/24/12"
"8/18/12","22:45","Erie","PA","Fireball","2100","Fireball over Erie Pa. 8/18/12 duration, no more than 4 minutes.","8/19/12"
"8/18/12","22:40","Grand Chute","WI","Fireball","600","Two neon-orange fire-like orbs floating in a steady northeast to south direction in the sky over residential houses in Grand Chute, WI.","8/19/12"
"8/18/12","22:00","Lapeer","MI","Fireball","600","Bright orange objects drifting mid sky, some in formation, others isolated, then they faded away","8/19/12"
"8/18/12","21:45","Holly Springs","NC","Fireball","3600","12 bright orange orbs moving across sky below clouds 1 min apart same exact path, then reduce color brightness, slow down accross sky.","8/19/12"
"8/18/12","21:30","Troutdale","OR","Fireball","300","Fireball floating in sky","8/19/12"
"8/18/12","20:50","Lindenhurst","NY","Fireball","180","Sitting at restaurant on water in lindenhurst, clear shot if sky.Fire ball moving towards us over what seemed to be as far east as","8/19/12"
"8/18/12","20:40","Ashburn","VA","Fireball","600","Bright red lights over Ashburn, Virginia","8/19/12"
"8/18/12","20:15","Mundelein","IL","Fireball",NA,"Yellow ball of flame traveling through the sky.","8/19/12"
"8/17/12","23:30","Covington","IN","Fireball","180","Fireball like object shooting at incredible speed then hovered and shot back into the sky.","8/19/12"
"8/17/12","22:00","South Bend","IN","Fireball","600","I was astonishednd as groups of three, large orange fireball lights flew overhead, one group after another group totaling some 25 .","8/19/12"
"8/17/12","21:34","Aliso Viejo","CA","Fireball","30","Fireball approaching earth, changing direction and disappearing into the clouds.","8/19/12"
"8/17/12","21:30","Downers Grove","IL","Fireball","180","Ball of fire travels at steady speed across the sky.","8/19/12"
"8/17/12","21:00","Ellison Bay","WI","Fireball","300","Yellowish-orange sphere traveling slightly erratically, but mostly southerly at 9 pm off Ellison Bay, WI.","8/19/12"
"8/17/12","08:30","North Attleboro","MA","Fireball","1200","Two orange fireballs in the sky.","12/20/12"
"8/16/12","21:00","Woodstock","NY","Fireball","300","Two fireballs flying over New York","8/19/12"
"8/16/12","20:45","Colchester","VT","Fireball",NA,"Bright red moving light in the NE sky","8/19/12"
"8/15/12","23:00","Alexandria","VA","Fireball","60","11 yellowish/red/orange spheres slowly moving over Alexandria Va, multiple witnesses.","10/30/12"
"8/15/12","21:44","Leavenworth","WA","Fireball","2","I saw and orange fireball streak across the sky from generally north to south for about 2 seconds in duration.","8/19/12"
"8/15/12","21:00","Tisbury","MA","Fireball","900","Eleven orange lights that looked like fire balls flying over then disappearing","9/24/12"
"8/15/12","19:44","Bar Harbor","ME","Fireball","300","Red and orange fireball in sky","8/19/12"
"8/14/12","22:00","Castleton","VT","Fireball",NA,"There was a amber light in the sky that looked like a slow moving candle.","8/19/12"
"8/14/12","21:25","Southampton (Canada)","ON","Fireball","240","Bright orange lights seen over Lake Huron.","8/19/12"
"8/14/12","21:15","Sandy","UT","Fireball","1200","Group of 20 orange &quot;fireballs&quot; hovering and moving across wind-less night sky, silently.","9/24/12"
"8/14/12","21:00","York","PA","Fireball","300","I saw a round orange object flickering like fire, It stopped, then made a right turn and headed away and faded into a cloud.","9/24/12"
"8/13/12","22:10","O'Brien","OR","Fireball","300","Orange Orb rumbling UFO over coastal mountains in southern Oregon","8/19/12"
"8/12/12","22:45","Boston","MA","Fireball","120","Reddish/orange light moving really fast across the sky.","8/19/12"
"8/12/12","22:45","Keansburg","NJ","Fireball","180","Silent object glowing orange gradually falls across sky, comes back up, hovers, is passed by two aircraft, then flickers out of sight.","8/30/13"
"8/12/12","21:40","Louisville","OH","Fireball","45","Dimly","8/19/12"
"8/12/12","21:15","Babylon","NY","Fireball","600","Came from the west moving slowly.  Bright orange and red fireballs that moved across the sky and just went out slowly and disappeared i","8/19/12"
"8/12/12","21:00","Old Tappan","NJ","Fireball","30","Red fireball floating west to east in the sky over northern New Jersey","8/19/12"
"8/12/12","20:35","Edison","NJ","Fireball","120","2 Orange Fireball ufo with Nucleus Looking Centers travelling east to west as fast any  other aircraft","8/19/12"
"8/11/12","23:55","San Jose","CA","Fireball","30","Green fireball in southern night sky","9/24/12"
"8/11/12","21:15","Renton","WA","Fireball",NA,"Line of orange glowing lights evenly separated.  Looked like a line of planes coming into the airport but I got closer .","8/19/12"
"8/11/12","16:50","Bartlett","IL","Fireball",NA,"4 to 10 orange lights hovering in the sky, then fade away to nothing","8/19/12"
"8/11/12","08:30","Chicao","IL","Fireball","30","Chicago reports: Group of reddish-orange lights seen floating in sync.","9/24/12"
"8/10/12","23:30","Franklin","TN","Fireball","180","Around 23:30 on 8/10/12 saw orange lights flying on horizon at north to northwest ,the lights stopped moving then a cluster appeared of","8/19/12"
"8/10/12","23:10","White Rock (Canada)","BC","Fireball",NA,"A fireball, no noise, appeared then faded into nowhere three times, twice over the same path.","8/19/12"
"8/10/12","21:30","Oregon City","OR","Fireball","180","Saw thirteen fireballs in the sky as i walked home from the store.","10/30/12"
"8/10/12","20:50","Gilbert","AZ","Fireball","15","Saw fireball traveling very fast back and forth at about 100 feet up, then disappeared, with no sound at all.","8/19/12"
"8/10/12","02:00","Seattle","WA","Fireball","120","Lone Fireball flew over my apartment, zig-zagged, changed colors, flew off(?)","8/19/12"
"8/9/12","21:35","Stillwater","MN","Fireball","180","6-7 Orange-ish lights (a few looking like 'fireworks') flew aross the sky from north to south in 'V' formation for 2-3 minutes","8/30/13"
"8/9/12","21:20","Dennis","MA","Fireball","900","A co-worker and I saw 2 Red and orange objects come up from over the tree line out in the distance. They were going up and twards us bu","8/19/12"
"8/9/12","21:00","Waves","NC","Fireball","300","Glowing red orbs in the skys over rodanthe, nc.","8/19/12"
"8/9/12","20:48","Apopka","FL","Fireball","300","7 Fireballs in Apopka sky","8/19/12"
"8/9/12","18:30","Glace Bay (Canada)","NS","Fireball","600","Orange Fireball that turned into a large dark round object as it  flew out over the ocean and disappeared","10/30/12"
"8/8/12","22:30","Myrtle Beach","SC","Fireball","420","Myrtle Beach spotted and recorded fireball/orbs.","8/19/12"
"8/8/12","21:30","Myrtle Beach","SC","Fireball","900","Unidentified orange orbs flash and then synchronize over the ocean","8/19/12"
"8/8/12","21:30","Philipsburg","PA","Fireball",NA,"Five reddish,orange balls slowly moving south over town.One ball staying still while the other four creating semetrical patterns in the","8/19/12"
"8/8/12","21:00","Lodi","CA","Fireball","300","3 orange fireballs moving across night sky","8/19/12"
"8/8/12","10:58","Middletown","MD","Fireball","10","Burst of flame and shot away.","8/19/12"
"8/7/12","23:00","Fairborn","OH","Fireball","15","UFO above Fairborn Ohio no noise and not man made.","8/19/12"
"8/7/12","22:50","Myrtle Creek","OR","Fireball","120","Bright orange orb moving through the sky.","8/19/12"
"8/7/12","22:35","North Myrtle Beach","SC","Fireball","30","Reddish yellow orbs seen off the beach in North Myrtle Beach, South Carolina","8/19/12"
"8/7/12","21:35","Lenexa","KS","Fireball","70","Very low ball of fire slowly floating over Kansas City metro area","8/19/12"
"8/7/12","21:07","Sebring","FL","Fireball","90","Line of fireballs in sky over Sebring, Florida (central florida) 9 PM EST 8/7/12","8/19/12"
"8/7/12","07:40","Wells","ME","Fireball","300","Ufo Fireball","8/19/12"
"8/6/12","22:30","Bloomfield","IA","Fireball",NA,"Large ball of light sighted above rooftops.","8/19/12"
"8/6/12","22:30","Conway and Economy Boro","PA","Fireball","420","On Saturday, August 6th, 2012 we attended Conway Community Days.  After the fireworks everyone started clearing out and we let our 8 ye","9/24/12"
"8/6/12","22:00","Los Banos","CA","Fireball","20","On august sixth 2009 well watching the space station pass overhead about halfway through the pass almost directly north  slightly east","8/19/12"
"8/6/12","21:33","Seattle","WA","Fireball","60","Staying in condo on 1st ave in downtown seattle.  Saw very bright object transverse sky from north to south, 75 degrees above horizon t","8/19/12"
"8/6/12","00:00","Hyannis","MA","Fireball","120","A very fast moving orange object with a black shadow around it at a high altitude and then disappeared.","8/19/12"
"8/5/12","23:15","Minneapolis","MN","Fireball","600","6 orange fireballs flying quickly above Minneapolis.","8/19/12"
"8/5/12","22:23","Houston","TX","Fireball","600","About  9 red glowing objects going up into night sky  formed lines, then triangles, then disappeared.","8/19/12"
"8/5/12","22:15","Ephraim","WI","Fireball","300","Upon  leaving  our house this evening, my husband and I watched as 4-5 reddish orange bright lights moved across the sky,  in a line, o","8/19/12"
"8/5/12","22:05","Mississauga (Canada)","ON","Fireball","30","Orange fireball floating horizontally in the sky.","8/19/12"
"8/5/12","22:00","Cambridge (Canada)","ON","Fireball","240","Orange fireball SSE sighted in Cambridge, Ontario.","8/19/12"
"8/5/12","00:00","Moncton (Canada)","NB","Fireball",NA,"Red Fireball looking object in the sky","9/24/12"
"8/4/12","22:00","Brewster","MA","Fireball","30","Orange lights over cape cod bay and the Brewster flats.","8/19/12"
"8/4/12","21:35","New Rochelle","NY","Fireball","1200","Bright Orange lights in the Sky above New Rochelle NY","8/5/12"
"8/4/12","21:12","Simpsonville","SC","Fireball","180","Reddish orange crafts (two) move slowly  through the sky, one following the other.","8/5/12"
"8/4/12","21:05","Warrington","PA","Fireball","30","3 red fireballs/orbs witnessed in Warrington Bucks County PA","8/19/12"
"8/4/12","00:30","Graham","WA","Fireball","1800","Flashing lights that are red and blue, floating type movement, with no noise.","8/5/12"
"8/3/12","23:00","Lyndhurst","NJ","Fireball","28","Red/Orange Ord Fireball  UFO, with Nucleus Looking Center","8/5/12"
"8/3/12","22:30","Binghamton","NY","Fireball","90","Unknown fire moving in sky","8/5/12"
"8/3/12","22:20","Goshen","IN","Fireball","120","Orange fireball low in the sky over Goshen IN.","8/19/12"
"8/3/12","21:45","Roswell","GA","Fireball","30","Looked like an airplane on fire.","8/5/12"
"8/3/12","20:25","Kihei","HI","Fireball",NA,"First appeared as a fireball. Then took shape like a bomb, thought we were under attack. Then as that disappeared in the sky another Fi","8/5/12"
"8/2/12","21:30","Oregon City","OR","Fireball","180","Saw nine fireballs flying in the sky from the West Linn hills over the oregon City area.","10/30/12"
"8/2/12","21:30","Staten Island","NY","Fireball","120","Candle within a clear bubble","8/5/12"
"8/2/12","00:00","Modesto","CA","Fireball","600","Fiery Orb in night sky, no tail, no sound, seemed to burn out, and looked like a oval disk.","8/5/12"
"7/31/12","23:00","Simpsonville","SC","Fireball","60","Orange orbs rising from the distance and slowly vanishing into the night sky. Appeared to be following each other or had a flight path.","8/5/12"
"7/31/12","21:50","Livermore","CA","Fireball","60","I witness and videotaped about 8 fireballs traveling north across Livermore Ca.","8/5/12"
"7/31/12","21:30","Clio","MI","Fireball","60","Phenomenal bright orange light disappears in clear night sky in Clio, MI on July 31, 2012","8/19/12"
"7/31/12","19:28","Colorado Springs","CO","Fireball","1200","Have on video.....VERY CLEAR Have original video if you want....contact through Utube http://www.youtube.com/watch?v=yXQnuCrJnXc","8/5/12"
"7/30/12","23:00","Tawas City","MI","Fireball",NA,"Red ball in the sky.","8/5/12"
"7/29/12","23:00","Highland","IN","Fireball","180","Fireball seen near Chicago, IL.","8/5/12"
"7/29/12","22:00","Buffalo","NY","Fireball","120","Bright orange orb moving swiftly","8/5/12"
"7/29/12","21:38","Shelbyville","IN","Fireball","120","Orange object appeared to be on fire seen by 4 in Shelbyville, Indiana","8/5/12"
"7/29/12","21:38","Shelbyville","IN","Fireball","120","Looked like a fire with flames flying across the sky","8/5/12"
"7/29/12","21:30","Gap","PA","Fireball","1200","6 fireballs traveling in Pennsylvania.","8/5/12"
"7/29/12","11:00","Winterset","IA","Fireball","300","Sighting was seen by several witnesess. Appeared to be just dots in the sky bit as I drove closer to themthey appeared to be like balls","8/5/12"
"7/29/12","03:00","Kill Devil Hills","NC","Fireball","120","Four fireballs moving across the night sky.","8/5/12"
"7/29/12","02:47","Sevierville","TN","Fireball","45","Strange orange fireball over Sevierville TN, just vanishes.","8/5/12"
"7/29/12","00:15","Imlay City","MI","Fireball","300","Bright light in the western sky over lapeer county","8/5/12"
"7/28/12","21:30","Stoughton","WI","Fireball","300","Strange lights over southern Wisconsin","8/5/12"
"7/28/12","21:15","Cranberry Township","PA","Fireball","120","Three fireballs in triangular formation that changed color from red, orange, and white","8/5/12"
"7/28/12","20:45","Greer/Woodruff/Simpsonville","SC","Fireball","180","2 orange lights flying straight and level and then vanished","8/19/12"
"7/27/12","23:00","Buffalo","NY","Fireball","60","Orange fireball in the sky going from East to West.","8/5/12"
"7/27/12","22:00","Tacoma (northeast area)","WA","Fireball",NA,"Red-orange slow moving fireball, inconsistent speed, moving north to south, dimming and finally going out.","8/5/12"
"7/27/12","21:00","Naples","FL","Fireball","120","Good-sized orange fireball coming from Gulf of Mexico in Northeast direction over Naples","8/5/12"
"7/27/12","04:07","Des Moines","IA","Fireball","5","Green and yellow fall in an arc shape across the sky. very bright","8/5/12"
"7/26/12","23:30","Avon","NC","Fireball","1200","Around 11:30 PM on 7/26/12 me and two of my cousins were looking out over our balcony at A beachfront house in Avon, NC in a southern d","8/5/12"
"7/25/12","22:30","Lake Stevens","WA","Fireball","240","Glowing Orange Sphere Shaped  Object  like a Flying Fireball in our 3 acre yard.Going left to right then over treeline","8/5/12"
"7/25/12","21:10","Playa Del Rey","CA","Fireball",NA,"Small fireball object traveling from west to east, approx 6,000-10,000 foot elevation.Object made no noise, had no navigation light","8/5/12"
"7/25/12","21:00","Safford","AZ","Fireball","10","Fireball looking object in south sky 12 miles south of Safford, Arizona.","8/5/12"
"7/25/12","11:30","Bedford","IN","Fireball",NA,"Bright orange sphere, pulsated a pink and blue light,several apeared and orbited it then vanished","8/5/12"
"7/24/12","23:00","Lancaster","OH","Fireball",NA,"We watched these ufos fly over us and stop in a formation of a triangle and each slowly fading away the brightest was the tip of the tr","8/5/12"
"7/24/12","17:30","Oakville (Canada)","ON","Fireball","600","30+ slowly flying fireballs in the sky (second time witness)","8/5/12"
"7/23/12","22:02","Overland Park","KS","Fireball",NA,"Flying orange lights in no formation","8/5/12"
"7/23/12","11:00","Metamora","MI","Fireball","240","Orange glowing orb around 3 minutes just above western horizon around 11:00 in the thumb area of Michigan.","8/5/12"
"7/22/12","00:00","Brandon","FL","Fireball","300","Fireballs over Brandon Florida","8/5/12"
"7/21/12","22:30","Belle River","ON","Fireball","600","7 orange glowing orbs coming out from the land over the pier heading out over the lake","10/30/12"
"7/21/12","22:15","Marietta","GA","Fireball","600","15 orange fireball like objects silently  hovering very low over treeline in east cobb Marietta,Georgia July 21, 2012 at 10:15 pm","8/5/12"
"7/21/12","22:05","Hamburg","NY","Fireball","180","10-20 Large Orange/Red balls floating in the sky approximately 30-50 feet above our heads","8/5/12"
"7/21/12","22:00","Staten Island","NY","Fireball","60","One fireball looking object followed by another one about 20 seconds later synchronized with the first one, moving in a fast speed","8/5/12"
"7/21/12","22:00","Montgomery","IL","Fireball","300","20 or more red/orange lights seen by 2 eyewitnesses over boulder hill in Montgomery Il","8/5/12"
"7/21/12","21:50","Sewickley","PA","Fireball","180","Orange fireball traveling across sky","8/5/12"
"7/21/12","21:45","Colorado Springs","CO","Fireball","60","Bright orange balloon shaped object  by cs airport","8/5/12"
"7/21/12","21:35","Williamstown","NJ","Fireball","900","8 ORANGE LIGHT WEST OF MY TOWN IN A TRIANGLE FORMATION NOT MOVING STAYED IN POSITION","8/5/12"
"7/21/12","21:30","Cicero","NY","Fireball","300","Glowing Orange/Red lights - Central NY","8/5/12"
"7/21/12","21:30","Senecaville","OH","Fireball","15","Fireball in East Ohio","8/5/12"
"7/21/12","21:25","Taunton","MA","Fireball","60","Red/orange yellow orbs flying at tree line from south to north.","8/5/12"
"7/21/12","21:00","Greigsville","NY","Fireball",NA,"3 brilliant orange discs, blinking on and off and then quickly disappearing","8/5/12"
"7/21/12","21:00","Montgomery","IL","Fireball","240","Saw more than 25 circular red light objects traveling very slowly above boulder hill.","8/5/12"
"7/21/12","10:30","Portland","OR","Fireball",NA,"Interesting yewllow, red and orange lights seen from S.E.  Portland, Oregon.","8/5/12"
"7/20/12","23:30","Monroe","WA","Fireball","300","8 to 10 fire &quot;orbs.&quot;","8/5/12"
"7/20/12","22:30","Westfield","NY","Fireball","1800","Lake Erie Westfield, NY Multiple Fireballs in Succession July 20, 2012","8/5/12"
"7/19/12","23:00","Ardmore","OK","Fireball","60","Orange/Yellow flying ball","8/5/12"
"7/18/12","22:00","Oak Island","NC","Fireball",NA,"Lit up (orange in color) for a few seconds and then seemed to almost jump a distance in an instant. Light would fade and return several","8/5/12"
"7/18/12","21:45","Centralia","WA","Fireball","120","Silent flickering yellow orb that moved from the North and dissapeared into the East above the city of Centralia, WA at dusk 21:45 pm.","8/5/12"
"7/18/12","21:20","Shawano","WI","Fireball","300","Two huge bright pulsating lights traveling slowly at low altitude from East to West silently in a low ambiant noise area.","8/5/12"
"7/18/12","14:00","Hartselle","AL","Fireball","120","Orange fireball seen in the middle of the afernoon in Morgan County, Alabama.","8/5/12"
"7/18/12","12:00","Myrtle Beach","SC","Fireball","1200","Me and brothers saw 2 orange lights in the sky 2 times","8/5/12"
"7/18/12","09:30","Myrtle Beach","SC","Fireball",NA,"At first one orange/reddish light was on 2 sec. later another light came on than both went out for 2 sec. and both came on at the same","8/5/12"
"7/18/12","05:55","Jacksonville","FL","Fireball","5","Fluorescent green streak in jacksonville sky","8/5/12"
"7/18/12","00:00","Kitchener (Canada)","ON","Fireball",NA,"Light over Kitchener Ontario July 18 midnight","8/5/12"
"7/17/12","04:14","Hollansburg","OH","Fireball",NA,"Fireball seen leaving bright strobing star.","8/5/12"
"7/17/12",NA,"Myrtle Beach","SC","Fireball","180","Large Orange Fireball Traveling Coastline in South Myrtle Beach July 17 20012","8/5/12"
"7/16/12","23:40","Mt. Pleasant","IA","Fireball","180","Large orange/red fireball appears and travels in sky above and quickly disappears.","8/5/12"
"7/16/12","23:05","Gurgaong (India)","","Fireball","2","Short blue ball of light flashed on Gurgaon skies in North India state of Haryana-16th July 2012 @ 23:05.","8/5/12"
