"Date","City","State","Shape","Duration","Summary","Poster"
2008-09-20,"Martin County","FL","Triangle","30 seconds","Multiple craft in shape of triangle perform high speed flyby at high altitude.","10/31/08"
2008-09-19,"Acton or Palmdale","CA","Triangle","still out there","Bright object  released 3 Red Triangle Shapes  and they are now hovering","10/31/08"
2008-09-19,"Lebanon","IL","Triangle","15 minutes","shaped craft was flying very low and very slow directly over my vehicle","10/31/08"
2008-09-18,"Weymouth (UK/England)","","Triangle","5 seconds","Black triangle with dim white lights in its corners flying overhead","10/31/08"
2008-09-18,"San Diego","CA","Triangle","roughly an hour","I saw five crafts in the sky.","10/31/08"
2008-09-17,"Atwater","OH","Triangle","5 minutes","TRIANGLE UFO'S ARE REALLY IN THE SKY","2/14/10"
2008-09-15,"Melbourne","FL","Triangle","2 minutes","Triangle Shaped Craft","10/31/08"
2008-09-15,"San Antonio","TX","Triangle","About 5 minutes","San Antonio, TX. September 2008 - 3 Witnesses - Triangular Formation in the sky.","4/13/10"
2008-09-15,"Eureka","MT","Triangle","1 hour","I am missing one hour of time. 500 Lights On Object0: Yes","10/31/08"
2008-09-14,"Brownsville","TX","Triangle","2 days","triangle in backyard,, i have knowledge and they know,, i know.","10/31/08"
2008-09-14,"Interstate 5 (10 miles south of Rte. 165)","CA","Triangle","5 minute","I5 09/14/08 Three lights low to the freeway, went into a field","10/31/08"
2008-09-13,"Manhattan Beach","CA","Triangle","30","Circular pattern lights over Manhattan Beach, CA","10/31/08"
2008-09-12,"Rescue","CA","Triangle","7 minutes","Triangular Craft Hovers and Possibly Lands in Rescue, CA","10/31/08"
2008-09-12,"Hood River","OR","Triangle","5 seconds","I was  driving on Hwy 84 with my daughter and saw a triangle shaped object it all happened so quickly but I know it had lights on it an","10/31/08"
2008-09-10,"Cogan Station","PA","Triangle","1 hour","P.A. sightings /frequent  in small valley of Quiggleville, Cogan Station","10/31/08"
2008-09-10,"Tacoma","WA","Triangle","5 minutes","Triangle light formation seen moving in Tacoma night sky, for the second time.","10/31/08"
2008-09-09,"Shelbyville","IL","Triangle","7 seconds","triangle ,3 huge bright lights, fly over me at 100 feet (silent)","10/31/08"
2008-09-08,"Reading","PA","Triangle","20 minutes","It was a beautiful evening.Coll,clear,with a pale blue sky tinged by a golden sunset.I was coming from a local department store and as","8/5/12"
2008-09-07,"Roslyn","WA","Triangle","20","three lights in wenatchee national forest (washington) sky","10/31/08"
2008-09-07,"Council Bluffs","IA","Triangle","two minutes","Sighted black triangle with three white lights and one red.  Hovers, moves slowly, turns.  Little sound.","10/31/08"
2008-09-07,"Tacoma","WA","Triangle","10 minutes","Large triangle shaped UFO over Tacoma observed by 3","10/31/08"
2008-09-06,"Baton Rouge","LA","Triangle","1 minute","A V shaped object with 5-6 \"lights\" running on either side and a solid mass in the middle flying over Baton Rouge on September 6, 2008.","10/31/08"
2008-09-04,"Modesto","CA","Triangle","90 seconds","Low level Triangular shaped aircraft with many red and white flashing lights","10/31/08"
2008-09-04,"Spokane Valley","WA","Triangle","15 minutes","Saw two triangular shaped objects.  Yellow to bright white.  Came up over the horizon northeast and headed   west  and upward very brig","10/31/08"
2008-09-04,"Maury (France)","","Triangle","half a secondsond","triangle shaped craft exceeding 10000 miles an hour speed","10/31/08"
2008-09-03,"Spring","TX","Triangle","1 minutes","large triangle craft spotted 2 witnesses","10/31/08"
2008-09-03,"Holopaw","FL","Triangle","5 minutes","UFO spotted on 192  in Holopaw.","10/31/08"
2008-09-02,"Pasco","WA","Triangle","several minutes, I drove","Gunmetal grey type aircraft with two bright lights and a red blinking light in the center over Pasco, WA.","10/31/08"
2008-09-01,"Pearsall","TX","Triangle","5 minute","TRIANGLE SHAPE WITH 4 SETS OF LIGHTS WHITE SHAPE THEN DID A SLIGHT TURN THEN VANNISHED","1/10/09"
2008-08-31,"Fort Collins","CO","Triangle","8 minutes","Triangle seen in telescope.  ((NUFORC Note:  Possible \"twinkling\" star, we suspect.  PD))","10/31/08"
2008-08-31,"Bohemia","NY","Triangle","2 seconds","Large object high rate of speed no lights no sound or air movement very low altitude.","10/31/08"
2008-08-31,"Cloquet","MN","Triangle","2 minutes","Bright red lights moving in steady progression","10/31/08"
2008-08-31,"Williston","ND","Triangle"," 5 seconds","Three orange dots in a triangular shape over ND","10/31/08"
2008-08-30,"Ottawa (Canada)","ON","Triangle","7 seconds","Triangular shaped metallic object over ottawa","10/31/08"
2008-08-29,"Clay","NY","Triangle"," 15 minute","Something shaped like a big triangle flew slowly and directly over the top of my car","8/5/09"
2008-08-29,"I-65 (20 miles S of U. S. Rte. 30)","IN","Triangle","less than one minutes","Massive triangular object over rural Indiana on Interstate 65","10/31/08"
2008-08-28,"Draper","UT","Triangle","30 minute","Triangular, shadowy, silent shapes moving south across the Draper sky","10/31/08"
2008-08-28,"Orem","UT","Triangle","30 seconds","Silent translucent triangle","10/31/08"
2008-08-27,"","","Triangle","","I found the triangle UFO on Google Earth!  http://img179.imageshack.us/my.php?image=ufogooglekw2.jpg","10/31/08"
2008-08-27,"Clear Lake","WA","Triangle","5 minutes","Triangular shaped UFOs","7/3/13"
2008-08-25,"Athens","TX","Triangle","8 seconds","Unkonwn object in the night sky emitting 4 dim lit lights in a triangular form","10/31/08"
2008-08-24,"St. Clair Shores","MI","Triangle","10 seconds","Unlit, dark triangle shape craft moved very quickly across horizon at moderate altitude in a westerly heading.","10/31/08"
2008-08-22,"West Valley City","UT","Triangle","3 seconds","I saw a semi transparent  swept wing object travel from north to south in about two to three seconds that covered part of ursa major.","10/31/08"
2008-08-22,"Long Beach","CA","Triangle","5 minutes","Perfect pulsating triangle over the freeway near the airport.","10/31/08"
2008-08-21,"Cornu","NY","Triangle","30 minutes","2 triangular shaped objects moving fast with red and green flashing lights","10/31/08"
2008-08-20,"Gatesville","TX","Triangle","6 seconds","Silent slow moving wide triangular non illuminated object.","10/31/08"
2008-08-20,"Silver Spring","MD","Triangle","20 seconds","Large triangular craft soundlessly moving slowly at low altitude in large metropolitan area.","3/19/09"
2008-08-19,"S. Dartmouth","MA","Triangle"," 45 seconds","Object approximately 200 feet long.  Black and triangular shaped, with approximately 6 bright lights. Very large, and low in the sky.","10/31/08"
2008-08-19,"Alexandria","VA","Triangle","seconds","Saw a triangular formation of lights in the sky.","10/31/08"
2008-08-17,"Bolingbrook","IL","Triangle","7 minutes","vapour trail heading straight up from western sky with craft heading in NE direction in IL","10/31/08"
2008-08-17,"London (Canada)","ON","Triangle","2seconds","Not Just 3 glowing lights","10/31/08"
2008-08-15,"Clearfield","PA","Triangle","45 minutes","triangular shape object with bright lights over drive-in theater field in Clearfield, PA.","10/31/08"
2008-08-15,"Pennsville","NJ","Triangle","10 minutes","Metallic green right triangle in the middle of nowhere.","3/19/09"
2008-08-15,"Portland","ME","Triangle","1 minutes","Three white lights in a triangular pateren about 200 feet wide","10/31/08"
2008-08-14,"Fort Drum","NY","Triangle","10 minute","Object hovering in the sky with blinking red, blue and green lights","10/31/08"
2008-08-13,"Towaco","NJ","Triangle","4 minute","3 triangles flying in eerie silence...","10/31/08"
2008-08-11,"Petersville","AL","Triangle","45 minute","A three lighted object seems to be surveying north Alabama.","8/12/08"
2008-08-11,"Mt. Sterling","KY","Triangle","10 minutes","Triangle shaped craft, flying low","10/31/08"
2008-08-10,"","CA","Triangle","30 minutes","((HOAX))  A rotating TR-B3 Spotted in California.","8/24/10"
2008-08-09,"Olema","CA","Triangle","30 seconds","Olema, Ca. UFO sighting","8/12/08"
2008-08-09,"Niles","MI","Triangle","","5 dancing lights in the middle of the night.","8/12/08"
2008-08-08,"Southampton","PA","Triangle","50 minutes","Huge bright yellow/reddish  trangulair light in the N sky","10/31/08"
2008-08-08,"Powder Springs","GA","Triangle"," 1 minute","I saw an object with three red, flashing lights forming a triangle flying low over my neighborhood.","8/12/08"
2008-08-07,"Lake Wales","FL","Triangle","5 seconds","It  was triangle shaped and it had bright white lights no red or green lights were present. 500 Lights On Object0: Yes","8/12/08"
2008-08-07,"Cranford","NJ","Triangle","1 hour","Small blinking lights moving fast in  the distance.  ((NUFORC Note:  Possible star??  PD))","8/12/08"
2008-08-05,"Phoenix","AZ","Triangle","2 minutes","Black triangle, 3 lights at each point,  thin in shape, hanging point down, turned clockwise, lights stretched and sped away","3/19/09"
2008-08-05,"Bedford","VA","Triangle","15 seconds","Silent, slow moving triangle shaped craft.","8/12/08"
2008-08-05,"Balto City","MD","Triangle","3 minute","triangle object flying from north to southeast","8/12/08"
2008-08-05,"Millersburg","MO","Triangle","2 minutes","MISSOURI INVESTIGATORS GROUP Report:  The 1st time I spotted it, it was flying low, triangle shape with a light on each corner…","12/12/09"
2008-08-03,"Winfield","IL","Triangle","5 seconds","Orange lights in shape of inverted 'Y' flew 200 ft. overhead traveling East.","10/31/08"
2008-08-02,"Southborough","MA","Triangle","less than 30seconds","Spotted traveling along main road about 5 feet off of pavement, passed by my car and then disappeared","8/12/08"
2008-07-31,"Canton","OH","Triangle","4 minute","Solid Triangular Light pattern, at extreme altitude ,traversed the sky at high rate of speed","8/12/08"
2008-07-31,"New Kensignton","PA","Triangle","2 minutes","Large Bommerrang Object with 300 FT Width Spotted in New Kensington PA","8/12/08"
2008-07-31,"Almond","WI","Triangle","30 seconds","V shaped winking lights.","8/12/08"
2008-07-30,"Loveland","CO","Triangle","5 seconds","saw orange lights moving in formation","8/12/08"
2008-07-30,"Odd","WV","Triangle","2 minutes","black triangular shaped aircraft photographed during the day.  ((NUFORC Note:  Object probably is a bat, or a butterfly.  PD))","10/31/08"
2008-07-29,"Kent","WA","Triangle","1HR","white light    triangle      clear skies over hous eclouds to the south fast flying craft at night time zigg zag","8/12/08"
2008-07-27,"Honesdale","PA","Triangle","1 hour","many triangled shaped crafts hover over airport","8/12/08"
2008-07-27,"Florence","KY","Triangle","5minutes","I left my boyfriends house in Hebron KY around 1:15am.  I was headed south to my home in Crittenden KY.  I noticed a large, bright oran","8/12/08"
2008-07-26,"Sebastopol","CA","Triangle","5 seconds in view","Extremely Bright, Triangular shape over St Stevens, Sebastopol.","8/12/08"
2008-07-25,"Yukon","OK","Triangle","","Huge Triangle","8/12/08"
2008-07-25,"Lake Kiowa","TX","Triangle","5 minutes","Lake KIowa  Texas UFO","8/12/08"
2008-07-23,"Naperville","IL","Triangle","60 seconds","Large flying triange with Squared off tips made humming noise in the clear early morning sky.","8/12/08"
2008-07-21,"Portsmouth (UK/England)","","Triangle"," 10 minutes","equilateral triangle shape red and white flashing lights","8/12/08"
2008-07-20,"Midland","MI","Triangle","10 seconds","Pilot witnesses very large, silent, dark grey, triangular craft with glowing lights at each point","8/5/09"
2008-07-20,"Ann Arbor","MI","Triangle","5 minutes","Two black triangular craft seen hovering over Ann Arbor airport.","8/12/08"
2008-07-19,"Dana Point","CA","Triangle","1 minutes","Moved like regular aircraft but no sound and no lights","8/12/08"
2008-07-18,"St. Charles","MO","Triangle","1 minutes","Black triangle motionless on southside of MO 370 just off of Discovery Bridge w/3 white & 1 red non-blinking lights.","8/12/08"
2008-07-17,"Shanghai, Pudong New District (PRC)","","Triangle","29 minutes","\"V\" Shaped object with multi color lights over Shanghai PuDong sky.","8/12/08"
2008-07-16,"Gulf Breeze","FL","Triangle","3 minutes","Triangular shape object with five white light in a triangular formation beneath object structure.","8/12/08"
2008-07-16,"Chicago","IL","Triangle","10 minutes","One of them seemed to fade away","1/10/09"
2008-07-15,"Johnston","RI","Triangle","20 seconds","triangle over johnston with blue red and white lights","8/12/08"
2008-07-15,"Twin Falls","ID","Triangle","2 minutes","White, triangular object over Twin Falls, ID","8/12/08"
2008-07-15,"Milford","CT","Triangle","1minute","huge triangular object moving at great speed and very low over my house in Milford CT","8/5/09"
2008-07-14,"Philadelphia","PA","Triangle","2 minutes","Double set of pinpoint red/orange steady lights viewed at 200 feet distance, definitely craft.","8/12/08"
2008-07-14,"Brighton (UK/England)","","Triangle","20minutes","Large & Tiny Morphing Objects as seen in the same area as many other UFO's","8/12/08"
2008-07-12,"Fort Worth","TX","Triangle",". 3 hrs","Large triangular shaped craft with white lights blinking or rotating around it.  ((NUFORC Note:  Twinkling stars?  PD))","8/12/08"
2008-07-12,"Fort Worth","TX","Triangle","unsure","((HOAX??))  Large Triangular U.F.O. Battles with Smaller U.F.O.s in Night Sky Over Ft. Worth, TX","8/12/08"
2008-07-12,"Ontonagon","MI","Triangle","80 minutes","((HOAX??))  first an orb and then a triangle 20 minutes apart.","4/14/09"
2008-07-12,"Saint Johnsville","NY","Triangle","15 minutes","big black triangle shaped craft","11/21/10"
2008-07-11,"Lansing","IL","Triangle","2 minute","Meteor objects leading toward formation of triangle lights.","8/12/08"
2008-07-11,"Elizabethtown","KY","Triangle","3 minutes","Large Triangle craft, white lights on all 3 corners, 1 red light and 1 white light on each side if the craft. No Noise. All 4 witnesse","8/12/08"
2008-07-10,"??? (Australia)","","Triangle","none","i was on google earth and found a triangular object like a ufo ive seen in tv. ((NUFORC Note:  Radio antenna, with support wires.  PD))","8/12/08"
2008-07-09,"Greenville","SC","Triangle","4 minutes","Dark triangular UFO with three white lights, one red light, hovering in the sky","8/12/08"
2008-07-07,"Huddersfield (UK/England)","","Triangle","3 minutes","Multi lighted saucer shape doing zigzag flights over English deserted moor","8/12/08"
2008-07-07,"Lutz","FL","Triangle","7 minute","A Triangle sighting... Tampa Palms (North Tampa) Florida on Bruce B. Downs at Super Walmart.","8/12/08"
2008-07-07,"Eldridge","IA","Triangle","60 seconds","Small triangle shaped lights moving through sky.","8/12/08"
2008-07-07,"Gaberone (Botswama)","","Triangle","45 minutes","Triangular object over Botswana - Gaberone  ((NUFORC Note:  Possible sighting of a twinkling star?  PD))","10/31/08"
2008-07-07,"Chelsea","AL","Triangle","30 minutes","Small triangular object flying in large circles above our area with lights in each corner making a very strange resonating sound.","8/12/08"
2008-07-05,"Bay City","MI","Triangle","Firewks Festival","Red Glowing light turned into Black Triangle","8/12/08"
2008-07-05,"Lakeside","OH","Triangle","10 minutes","It was one object triangular in shape, with three circular tubes of flame, moving slowly.","8/12/08"
2008-07-04,"Lombard","IL","Triangle","5 minutes","light in the sky over lombard on  7/4  coming from the east","8/12/08"
2008-07-04,"Gargas (France)","","Triangle","10  minute","Strange object with distintive light formation made two pass,s over our back garden.","8/12/08"
2008-07-04,"Lackawanna County","PA","Triangle","30 minutes","3 orange lights vivid but vauge hovering over whole valley of Lackawanna county,PA","7/5/08"
2008-07-04,"Elmwood Park","IL","Triangle","1 hour","On the morning of july 4 2008, I went outside to the front lawn of my apartment to watch the 4th of july parade in Elmwood Park IL. I h","8/12/08"
2008-07-03,"New York City (Brooklyn)","NY","Triangle","20 minutes","observed hovering basically in one place","7/5/08"
2008-07-03,"Gray","ME","Triangle","","3 white-like bright lights in the shape of a triangle","7/5/08"
2008-07-02,"London (UK/England)","","Triangle","","triangle cruising steady,with no light just a light red glow on the under belly.  ((NUFORC Note:  ISS??))","8/12/08"
2008-07-02,"Greenville","MI","Triangle","seconds","Triangular object over Greenville, Michigan on July 2, 2008.","8/12/08"
2008-06-30,"Ann Arbor","MI","Triangle","2 minutes","Object was black and triangular with white lights on each corner","8/12/08"
2008-06-30,"Atlantic City/Cardiff","NJ","Triangle","5 minutes","Triangular craft hovering 40ft directly above atlantic city expressway, seen twice in 5 minutes","7/5/08"
2008-06-30,"Neuseddin (Potsdam)(Germany)","","Triangle","3 weeks","((HOAX??)) Attached is a photo of this craft at night using a carl zeiss sony lens handheld. I think its a drone but not to sure.","12/20/12"
2008-06-30,"Highland","NY","Triangle","5 minutes","Two objects come in contact in the sky nose to nose and one revolves around the other.","8/30/13"
2008-06-29,"Milton","FL","Triangle","2 hours","During a power outage I heard unusually loud roaring from a nearby naval base and saw a triangular shaped orange craft.","7/5/08"
2008-06-28,"Azle","TX","Triangle","13 seconds","Strange triangular craft with bright light on the nose.","3/19/09"
2008-06-28,"Azle","TX","Triangle","30 seconds","strange triungular craft sighted.","8/5/09"
2008-06-27,"Hooks","TX","Triangle","3 minutes","triangle light pattern heading North / North West near Hooks Texas","7/5/08"
2008-06-25,"Gray","TN","Triangle","10 minute","((HOAX??))  bright red and white lights over gray,tn.","7/5/08"
2008-06-23,"Seymour","IN","Triangle","10minutes","Three objects in sky above Seymour","7/5/08"
2008-06-23,"Sarasota","FL","Triangle","5 minutes","((HOAX??))  Two craft with seven orange lights on each, and a vague, dark triangular shape that housed the lights.","7/5/08"
2008-06-21,"Festus","MO","Triangle","8 minute","v or triangular object hovering  no lights no sound appeared to be rotating all directions","7/5/08"
2008-06-21,"Adams","WI","Triangle","10 seconds","Three lights in the southern sky outside bedroom window.  Flying very low.  No sound.","7/5/08"
2008-06-21,"West Chester","OH","Triangle","5 minute","Object in a triangular shape seen at 3:41 AM on cox rd. west chester ohio","7/5/08"
2008-06-21,"Hamilton","NJ","Triangle","5 minutes","Triangle-shaped object with green, red, and blue lights hovering high in the sky","7/5/08"
2008-06-20,"West Chester","OH","Triangle","3 minutes","Dark colored wing seen heading South-Southeast from Old Station Rd and Oregon Pass.  Wing executed ~120 degree turn almost instantly","3/19/09"
2008-06-20,"Kingston","TN","Triangle","5 minute","3 white lights on each tip one red one in the middle flashing","6/9/09"
2008-06-19,"San Francisco","CA","Triangle","6 seconds","Sighting in San Francisco","7/5/08"
2008-06-19,"Rineyville","KY","Triangle","5 minutes","Triangle in shape,spotted at about 10:30,lights were blue,object moved at moderate speed","7/5/08"
2008-06-18,"Jacksonville","FL","Triangle","1 minute","UFO seen over St Johns River","7/5/08"
2008-06-18,"Vallejo","CA","Triangle","2HRS.","AS I WAS LOOKING IN UP,THROUQH THROUGH BINOCHULARSAND ABSURVED FLNG GRY.TRI. LONGRwingsTHNstlthWASquietBUTmdeWINDYwhen QUIET,andFOG/MST","7/5/08"
2008-06-17,"Park Ridge","IL","Triangle","2:15","((HOAX??))  Triangle Hovers & Shoots Out A Beam Of Light & Follows A Commercial Flight.","7/5/08"
2008-06-17,"Tucson","AZ","Triangle","7minute","more details on report filed two hours earlier","7/5/08"
2008-06-17,"Tucson","AZ","Triangle","7 minutes","Saw huge mass with many rapidly blinking lights moving slowly and soundlessly accross sky.","7/5/08"
2008-06-17,"Calexico","CA","Triangle","2 minutes","i was outside and i waslooking at the sky when i see the lights in shaped of a triangle and it hovered slowly from south to the north.","7/5/08"
2008-06-16,"Great Bend","KS","Triangle","6 seconds","Three bright lights hovering over Great Bend Kansas..","7/5/08"
2008-06-15,"Bellevue/Kirkland","WA","Triangle","2 minutes","I saw a triangular shaped craft with bright lights hovering near the 405 freeway in Bellevue/Kirkland on June 15th, 2008 at 12:30 am.","7/5/08"
2008-06-14,"New Braunfels","TX","Triangle","","Triangle shape craft with 4 lights  500 Lights On Object0: Yes","7/5/08"
2008-06-14,"New Braunfels","TX","Triangle","4minutes","triangle craft with lights","7/5/08"
2008-06-14,"Southampton (UK/England)","","Triangle","2 minute","triangle shap in night sky","7/5/08"
2008-06-13,"Statesville","NC","Triangle","","((HOAX??))  My friend and I saw a Triangular craft fly above her house.","8/12/08"
2008-06-13,"Tromsoe (Norway)","","Triangle","","Me and my friend abducted by three aircrafts at night","7/5/08"
2008-06-12,"Olyphant","PA","Triangle","4 minutes","I saw the object at about 1:53 am EST hovering for about 3 minutes. The aircraft then took off at a moderate speed to the northeast. It","6/12/08"
2008-06-12,"Bay City","MI","Triangle","6:00","Large triangular craft sighted during thunderstorm.","8/12/08"
2008-06-10,"Daytona Beach","FL","Triangle","6 minutes","Triangle of nine lights over Daytona Beach.","6/12/08"
2008-06-08,"Prescott","AZ","Triangle","3 seconds","On 6/8/08 a large dark triangular UFO spotted over Watson Lake, Prescott, AZ:.","7/5/08"
2008-06-07,"Antioch Community","SC","Triangle","not certain","06/07/08- Triangle- a couple of hours- at night- lost time- were positioned wrong in car when we woke up","7/5/08"
2008-06-07,"Brooklyn","MI","Triangle","5 minutes","Orange & Red triangular lighted with no sounds.","7/5/08"
2008-06-07,"Mountain View","CA","Triangle","6 minutes","Mysterious triangular objects over Mountain View","7/5/08"
2008-06-06,"Arlington","VA","Triangle","seconds","\"Bat-wing\" aircraft swiftly crosses night sky on south-to-north trajectory","6/12/08"
2008-06-06,"Buford","GA","Triangle","15 minutes","What is a red triangle under the left arm mean?","10/31/08"
2008-06-05,"Machedney Park","IL","Triangle","10 minutes","Bright light on ground level doing impossible manuevers-then triangular low flying aircraft -3 white lights flys over house-NO NOISE","7/5/08"
2008-06-05,"Columbia","MO","Triangle","2 minutes","Two bright white headlights, triangle shape on bottom with lights and row of red and green lights on back","6/12/08"
2008-06-04,"Chicago","IL","Triangle","","it was right over my house and i was haveing a sleep over i dont know how many people there were out side thogh i saw it from outside m","6/12/08"
2008-06-02,"Boomer","NC","Triangle","five minutes","Triangular undentified flying object/aircraft  traveled in a south western direction over boomer nc june 08.","2/14/10"
2008-06-02,"Rodanthe","NC","Triangle","","Black unexplained trangle rodanth NC","7/5/08"
2008-06-02,"Millville","NJ","Triangle","10 seconds","Triangular,3 red lights on each point.Flew straight across sky very fast than it was gone.Made a loud sound .","6/12/08"
2008-06-01,"Mexican Water","AZ","Triangle","7 seconds","Four corners area","2/4/13"
2008-05-31,"Lake Texoma","TX","Triangle","3 minutes","Translucent UFO Triangle over Texas/Oaklahoma.  ((NUFORC Note:  Possible sighting of U. S. Navy NOSS satellites??  PD))","6/12/08"
2008-05-31,"Fort Collins","CO","Triangle","5 minutes","LARGE DARK-GREY TRIANGULAR OBJECT W/ SINGLE WHITE STROBE seen south of Fort Collins","6/12/08"
2008-05-31,"Smyrna","DE","Triangle","5 seconds","Large triangular craft with three bright lights.","6/12/08"
2008-05-30,"Hollywood","CA","Triangle","1 minutes","UFO in Hollywood.","6/12/08"
2008-05-28,"Little Rock","AR","Triangle","","unknown craft in Ak as seen on weather camera","7/5/08"
2008-05-25,"Scarborough","ME","Triangle","25 seconds","A triangle shaped object with 3 yellow lights on bottom and a white light on each corner.","6/12/08"
2008-05-24,"Thulba/Oberthulba (Germany)","","Triangle","3 minutes","I have found the Khoom Fay (Japanes) lanterns which are simular looking to what I/we saw, however, I do not beleive they were Balloons.","6/12/08"
2008-05-23,"Roanoke","VA","Triangle"," 20 minutes","Approxiately 11:45 p.m., my wife and I were traveling 81 North to West Virginia and we noticed an object floating 100 yds away from the","6/12/08"
2008-05-23,"Joplin","MO","Triangle","12 seconds","Large, brown/rust triangular object seen descending slowly before fading away","6/12/08"
2008-05-22,"Edwardsburg","MI","Triangle"," 2 minutes","Triangular object hovered over car on US-12","6/12/08"
2008-05-22,"New Brighton","PA","Triangle","4 minutes","glowing triangle","6/12/08"
2008-05-21,"South Bend","IN","Triangle","1 minutes","I was driving home from work headed North on US 933 when to the east of me I thought I saw an airplane, but then realized it wasn't beh","6/12/08"
2008-05-19,"Palm Coast","FL","Triangle","5minute","Am a investigator here in the county on UFO's.I had recieved a phone call from a witness that she had seen a formation in a trianglular","6/12/08"
2008-05-18,"Tucson","AZ","Triangle","20 seconds","Triangular object, flying slowly south, with seven bright lights pointing outward and down from bottom of craft.","6/12/08"
2008-05-15,"West Roxbury","MA","Triangle","2 minute","I saw a triangular shaped opject, lit at all three corners with a bluish light, move across the sky not too far above my house,","6/12/08"
2008-05-14,"Gaberone (Botswana)","","Triangle","30 minutes","Object with bright lights above Gaberone - Botswana","7/5/08"
2008-05-13,"Spartanburg","SC","Triangle","10minute","Unknow triangular shaped object moving at slow rate of speed then hovered as I viewed it with my two employees","6/12/08"
2008-05-13,"Philadelphia","PA","Triangle","5 minutes","Boomerang-shaped UFO sighted over Philadelphia at dusk","8/24/10"
2008-05-12,"Mt.Olive","MS","Triangle","3minute","One night when my wife and I were letting our two dogs out before we were going to bed, she saw somthing and yelled for me to come here","8/12/08"
2008-05-09,"Santa Clarita","CA","Triangle","10 minutes","Triangluar object with red lights on the corners. Moved slowy from North West to South East over Walmart Parking lot in Canyon Country.","6/12/08"
2008-05-08,"Palm Springs","CA","Triangle","2 minutes","Black Triangle over Palm Springs California","6/12/08"
2008-05-06,"Dryden","NY","Triangle","30 seconds","Larg triangle seen in the sky early in the morning.","6/12/08"
2008-05-05,"Roxbury","VT","Triangle","2 minutes","me and my friend saw two yellowich lights pulsating and, when it was on hovering above us, they changed to 3triangularyspacedbluelights","6/12/08"
2008-05-02,"Valencia","CA","Triangle","8 seconds","UFO sighting","6/12/08"
2008-04-29,"Buda","TX","Triangle","6 seconds","A triangle shaped craft with brilliant lights flew over my house.","6/12/08"
2008-04-28,"Hot Springs","AR","Triangle","45 minutes","I was sitting on the deck from my friend's condo on the lake and looked across the water and saw in the distance a triangle shape with","6/12/08"
2008-04-27,"Tumwater","WA","Triangle","6 seconds","three green lights (triangle formation) over Tumwater Hill WA","6/12/08"
2008-04-27,"Palmer","IL","Triangle","30 seconds","Three faintly illuminated lines slowly fly formed in a triangle over Illinois.","6/12/08"
2008-04-26,"Henning","TN","Triangle","30 seconds","2 triangler shaped objects with multiple color lights traveled across the sky side by side and then vanished","6/12/08"
2008-04-26,"Sonoma","CA","Triangle","30 seconds","V shaped sighting in Sonoma","6/12/08"
2008-04-26,"Seattle","WV","Triangle","5 seconds","Triangular craft speeds across the sky over Seattle!!","6/12/08"
2008-04-25,"San Jose","CA","Triangle","35 seconds","i was looking at the stars early this morning when all of the sudden one star starts moving from i would say mid west skies heading eas","6/12/08"
2008-04-24,"Casa Grande","AZ","Triangle","30   seconds","Triangular distortion hovers and vanishes with pulse.","6/12/08"
2008-04-24,"Coalinga","CA","Triangle","5 minutes","Low flying unmarked craft flying crazy over freeway, just short of Harris Ranch Airfield and hwy 198, outside Coalinga","6/12/08"
2008-04-23,"Jamestown","KY","Triangle","8 minute","Ufo over lake cumberland.","6/12/08"
2008-04-23,"Towson","MD","Triangle","2 minute","Triangular object, no lights or engines, completely silent","6/12/08"
2008-04-23,"Miami","FL","Triangle","15 seconds","triangle shaped object with lights on each corner flying really low.","6/12/08"
2008-04-22,"Santa Monica","CA","Triangle","1 minutes","7-9 lights take a V Shape Formation as they glide in Total Silence - in Santa Monica","6/12/08"
2008-04-21,"Durham","NC","Triangle"," 4 minutes","large triangular craft  with 5 lights1 a red blinking light,hovering until i arrived right next to it and slowly dissappeared","6/12/08"
2008-04-21,"Phoenix","AZ","Triangle","18 minutes","Rectangular Shaped 4 Red Lights Which All Blinked Out Within 18 Minutes","6/12/08"
2008-04-20,"Port Richey","FL","Triangle","30 minutes","Triangular shaped object with red & white lights at each corner and a hyper-blue light eminating from the underside","6/12/08"
2008-04-20,"Schererville","IN","Triangle","5 maybe 8 minute","objects i've never seen before.","6/12/08"
2008-04-20,"Lakeland","FL","Triangle","2 hrs","was heading south Giant triangle shapped craft, moving very slow with smaller crafts escorting it. 500 Lights On Object0: Yes","6/12/08"
2008-04-19,"New Brighton","PA","Triangle","3 minutes","Triangle shaped craft flying low.","6/12/08"
2008-04-19,"Kalispell","MT","Triangle","20 minutes","Two objects seen flying, stopping, and then dissipating.","6/12/08"
2008-04-17,"Noblesville","IN","Triangle","3 minutes","V shaped objects seen in the night sky over central Indiana, USA","6/12/08"
2008-04-17,"Greeley","CO","Triangle","10 seconds","Three yellow circular lights in the shape of a triangle.","6/12/08"
2008-04-17,"Morristown","TN","Triangle",". 5 minutes","Triangle shape hovering in mid air","6/12/08"
2008-04-17,"St. Augustine","FL","Triangle","","St.Augustine Fl.had a ufo sighting,that WESH2 news had broadcast a story of the strange lights...I am a ufologist that had picked up th","6/12/08"
2008-04-17,"San Francisco","CA","Triangle","4 minutes","2 luminous triangular shaped objects pulsating white and blue lights in sky for 3 to 4 minutes.","6/12/08"
2008-04-17,"Middleton","WI","Triangle","45 seconds","Witnessed a black triangular craft with colored flashing lights absolutely still in the sky about twenty stories above me.","6/12/08"
