,age,gender,relation_status,hometown,living,perference,total_action,sign_up,last_login,userid
8642,31,0,4,6,6,6,175,2013-02-06,2013-10-05,8642
8643,21,1,1,2,2,3,45,2012-10-10,2013-10-06,8643
8644,19,0,2,6,6,6,285,2011-09-15,2013-10-05,8644
8645,19,0,2,4,4,6,185,2013-03-10,2013-10-07,8645
8646,22,0,1,4,5,4,133,2012-08-11,2013-10-06,8646
8647,14,1,1,2,2,1,25,2013-03-06,2013-10-03,8647
8648,21,1,1,4,4,6,146,2013-02-08,2013-10-07,8648
8649,15,1,4,6,1,4,218,2013-02-08,2013-10-07,8649
8650,16,1,1,2,3,4,201,2013-03-09,2013-10-06,8650
8651,23,1,2,1,1,2,95,2013-03-10,2013-10-07,8651
8652,17,0,4,2,2,2,320,2012-07-12,2013-10-06,8652
8653,28,0,3,6,6,4,132,2013-04-09,2013-10-07,8653
8654,16,0,1,4,4,5,349,2012-12-09,2013-10-06,8654
8655,14,0,2,3,3,5,169,2013-03-10,2013-10-07,8655
8656,23,0,2,5,5,5,290,2013-01-09,2013-10-07,8656
8657,23,1,4,6,6,6,75,2010-05-25,2013-10-07,8657
8658,20,1,4,5,5,4,394,2010-10-21,2013-10-06,8658
8659,13,0,4,1,1,2,222,2013-02-08,2013-10-07,8659
8660,20,0,1,5,5,4,209,2013-02-07,2013-10-06,8660
8661,27,0,1,2,2,1,195,2013-03-10,2013-10-07,8661
8662,23,1,2,3,3,2,49,2013-02-08,2013-10-07,8662
8663,22,1,1,6,6,6,127,2012-12-07,2013-10-04,8663
8664,15,0,4,4,4,6,242,2013-04-09,2013-10-07,8664
8665,10,0,1,2,3,4,90,2013-03-10,2013-10-07,8665
8666,20,1,4,6,6,4,249,2013-03-10,2013-10-07,8666
8667,17,0,2,1,1,6,247,2012-12-10,2013-10-07,8667
8668,25,1,1,4,4,4,72,2013-03-10,2013-10-07,8668
8669,25,0,2,2,2,2,82,2013-05-09,2013-10-07,8669
8670,22,1,2,2,3,2,265,2013-02-08,2013-10-07,8670
8671,19,1,2,2,2,6,409,2012-09-11,2013-10-07,8671
8672,23,0,1,3,3,3,118,2013-04-06,2013-10-04,8672
8673,24,0,2,4,4,4,212,2013-03-10,2013-10-07,8673
8674,16,0,1,5,5,5,217,2011-12-15,2013-10-06,8674
8675,29,1,1,1,1,1,187,2013-04-09,2013-10-07,8675
8676,28,0,1,6,6,5,24,2013-03-10,2013-10-07,8676
8677,40,0,1,3,4,1,168,2013-04-09,2013-10-07,8677
8678,22,1,2,6,6,5,208,2013-03-09,2013-10-06,8678
8679,20,1,2,6,6,4,104,2013-04-09,2013-10-07,8679
8680,19,0,2,2,2,1,440,2012-12-10,2013-10-07,8680
8681,19,1,1,5,5,6,143,2011-09-16,2013-10-06,8681
8682,17,1,1,4,4,3,100,2013-02-08,2013-10-07,8682
8683,29,0,2,2,2,1,161,2013-04-09,2013-10-07,8683
8684,16,1,1,6,6,5,191,2013-04-09,2013-10-07,8684
8685,40,1,4,4,4,3,71,2013-04-09,2013-10-07,8685
8686,24,0,2,6,6,6,24,2013-03-09,2013-10-06,8686
8687,15,1,1,1,1,3,102,2013-04-08,2013-10-06,8687
8688,49,1,4,4,4,5,47,2013-05-07,2013-10-05,8688
8689,48,0,4,2,2,3,342,2013-04-08,2013-10-06,8689
8690,35,0,4,5,5,5,76,2013-04-09,2013-10-07,8690
8691,24,1,2,2,3,3,111,2013-03-09,2013-10-06,8691
8692,18,0,1,3,3,6,369,2012-11-10,2013-10-07,8692
8693,22,0,1,2,2,5,894,2012-10-11,2013-10-07,8693
8694,26,1,4,1,1,2,220,2013-04-09,2013-10-07,8694
8695,21,1,4,6,6,5,283,2013-02-07,2013-10-06,8695
8696,22,0,1,3,4,3,91,2012-11-10,2013-10-07,8696
8697,10,0,1,2,2,2,86,2013-05-08,2013-10-06,8697
8698,15,1,1,4,4,4,127,2013-02-08,2013-10-07,8698
8699,17,1,1,5,5,6,151,2013-05-09,2013-10-07,8699
8700,23,1,4,3,4,3,117,2013-02-06,2013-10-05,8700
8701,25,0,4,1,1,3,163,2013-04-09,2013-10-07,8701
8702,15,0,4,1,1,3,85,2013-04-08,2013-10-06,8702
8703,20,1,2,2,2,6,2526,2013-10-04,2013-10-07,8703
8704,22,1,1,6,6,5,280,2009-12-26,2013-10-07,8704
8705,17,1,2,3,4,2,541,2013-04-09,2013-10-07,8705
8706,17,0,2,5,6,5,99,2013-01-08,2013-10-06,8706
8707,46,1,1,4,4,5,116,2013-04-09,2013-10-07,8707
8708,25,1,2,1,1,3,228,2013-04-09,2013-10-07,8708
8709,23,0,2,1,1,3,156,2013-05-09,2013-10-07,8709
8710,18,0,1,3,3,1,143,2013-01-09,2013-10-07,8710
8711,24,1,4,3,4,3,63,2013-02-08,2013-10-07,8711
8712,47,1,4,2,2,2,88,2013-04-08,2013-10-06,8712
8713,19,1,2,6,6,4,149,2011-02-19,2013-10-07,8713
8714,21,0,2,2,2,1,159,2010-11-21,2013-10-07,8714
8715,17,1,2,1,1,3,214,2013-04-09,2013-10-07,8715
8716,13,1,1,4,5,5,176,2013-03-10,2013-10-07,8716
8717,13,0,4,1,1,2,163,2013-04-08,2013-10-06,8717
8718,26,1,4,1,1,1,259,2013-04-09,2013-10-07,8718
8719,15,1,2,2,3,1,185,2013-03-10,2013-10-07,8719
8720,50,1,4,6,6,1,63,2013-04-09,2013-10-07,8720
8721,19,1,1,1,1,1,287,2012-01-15,2013-10-07,8721
8722,17,1,2,5,5,6,148,2013-03-09,2013-10-06,8722
8723,14,0,4,2,2,3,57,2013-05-09,2013-10-07,8723
8724,17,0,1,1,2,3,21,2013-03-10,2013-10-07,8724
8725,17,1,2,3,3,3,69,2013-01-08,2013-10-06,8725
8726,14,0,1,6,6,5,337,2013-03-10,2013-10-07,8726
8727,21,1,4,4,4,4,419,2013-04-09,2013-10-07,8727
8728,27,0,3,3,4,2,389,2013-10-06,2013-10-07,8728
8729,30,0,4,6,6,3,197,2013-02-08,2013-10-07,8729
8730,22,1,4,4,4,4,162,2012-05-14,2013-10-07,8730
8731,19,0,1,3,4,1,191,2012-12-10,2013-10-07,8731
8732,19,0,2,2,2,2,232,2011-05-20,2013-10-07,8732
8733,18,0,1,3,4,2,288,2013-01-09,2013-10-07,8733
8734,16,1,1,5,5,4,119,2012-07-13,2013-10-07,8734
8735,18,1,1,6,6,4,62,2013-02-08,2013-10-07,8735
8736,16,0,2,2,2,6,43,2013-03-04,2013-10-01,8736
8737,19,1,1,2,2,1,457,2013-04-09,2013-10-07,8737
8738,21,1,1,1,1,3,376,2011-10-17,2013-10-07,8738
8739,44,0,4,2,2,3,137,2013-04-09,2013-10-07,8739
8740,20,1,1,3,4,6,325,2010-12-19,2013-10-05,8740
8741,21,1,1,1,1,1,214,2012-05-14,2013-10-07,8741
8742,24,0,2,2,2,4,202,2013-01-08,2013-10-06,8742
8743,18,1,1,1,1,3,307,2011-03-21,2013-10-07,8743
8744,17,0,1,2,2,3,196,2013-02-08,2013-10-07,8744
8745,17,1,1,2,2,3,99,2013-03-09,2013-10-06,8745
8746,16,0,1,1,2,4,192,2010-02-24,2013-10-07,8746
8747,14,1,2,2,2,4,94,2013-03-10,2013-10-07,8747
8748,21,1,4,4,4,5,232,2013-01-09,2013-10-07,8748
8749,18,1,1,3,3,1,380,2010-10-22,2013-10-07,8749
8750,17,1,2,1,1,1,73,2013-04-09,2013-10-07,8750
8751,15,1,1,5,5,6,576,2013-04-09,2013-10-07,8751
8752,25,0,2,6,1,4,108,2013-05-09,2013-10-07,8752
8753,25,1,2,1,1,1,45,2013-03-10,2013-10-07,8753
8754,30,0,4,1,1,2,90,2013-04-08,2013-10-06,8754
8755,35,0,4,4,4,6,46,2013-04-09,2013-10-07,8755
8756,46,1,4,2,2,2,186,2013-05-09,2013-10-07,8756
8757,50,1,4,5,5,6,306,2013-04-08,2013-10-06,8757
8758,24,1,4,4,4,5,140,2012-12-10,2013-10-07,8758
8759,37,1,1,5,5,4,313,2013-04-09,2013-10-07,8759
8760,19,1,4,5,5,4,306,2012-10-11,2013-10-07,8760
8761,32,1,4,5,5,5,104,2013-03-09,2013-10-06,8761
8762,21,0,1,4,4,5,264,2013-02-08,2013-10-07,8762
8763,20,1,2,5,5,4,250,2010-10-22,2013-10-07,8763
8764,21,0,2,2,3,5,502,2013-03-10,2013-10-07,8764
8765,11,1,4,5,6,4,352,2013-04-09,2013-10-07,8765
8766,17,1,2,4,4,6,34,2010-03-26,2013-10-07,8766
8767,50,1,4,2,3,2,116,2013-04-08,2013-10-06,8767
8768,20,0,2,4,4,4,308,2013-02-07,2013-10-06,8768
8769,22,1,2,1,1,5,111,2013-01-09,2013-10-07,8769
8770,24,0,1,4,4,6,102,2013-03-09,2013-10-06,8770
8771,22,0,2,3,4,6,111,2012-11-09,2013-10-06,8771
8772,16,1,1,2,2,3,115,2013-04-09,2013-10-07,8772
8773,36,1,4,4,4,6,79,2013-02-07,2013-10-06,8773
8774,15,1,4,2,2,1,212,2013-03-10,2013-10-07,8774
8775,24,1,1,4,4,2,262,2011-10-17,2013-10-07,8775
8776,23,1,1,3,4,5,75,2013-02-08,2013-10-07,8776
8777,21,0,1,6,6,4,165,2013-04-09,2013-10-07,8777
8778,19,1,1,3,3,1,372,2011-01-20,2013-10-07,8778
8779,23,1,2,1,1,2,19,2013-01-08,2013-10-06,8779
8780,22,0,1,3,3,5,227,2012-12-10,2013-10-07,8780
8781,22,0,1,3,3,1,289,2012-12-10,2013-10-07,8781
8782,21,0,1,3,3,2,324,2013-04-09,2013-10-07,8782
8783,11,1,4,1,1,2,150,2013-04-09,2013-10-07,8783
8784,32,1,4,4,4,6,95,2013-05-07,2013-10-05,8784
8785,18,0,4,4,4,4,265,2011-10-16,2013-10-06,8785
8786,24,0,1,2,2,3,200,2013-02-08,2013-10-07,8786
8787,12,1,1,6,6,5,192,2013-02-08,2013-10-07,8787
8788,18,0,2,5,5,3,237,2012-09-10,2013-10-06,8788
8789,17,1,2,4,4,6,55,2013-04-09,2013-10-07,8789
8790,22,0,4,1,2,2,337,2013-02-07,2013-10-06,8790
8791,16,1,2,4,4,6,68,2013-03-09,2013-10-06,8791
8792,23,0,2,3,3,2,147,2013-03-10,2013-10-07,8792
8793,18,1,1,5,5,5,264,2013-02-07,2013-10-06,8793
8794,21,1,2,4,4,4,458,2010-02-24,2013-10-07,8794
8795,20,0,4,5,5,1,466,2011-03-21,2013-10-07,8795
8796,27,0,3,6,6,5,222,2013-02-08,2013-10-07,8796
8797,21,1,2,1,1,2,230,2012-01-15,2013-10-07,8797
8798,22,1,1,4,4,3,253,2013-05-09,2013-10-07,8798
8799,25,1,2,4,5,6,118,2013-03-10,2013-10-07,8799
8800,23,0,1,2,3,1,119,2013-01-07,2013-10-05,8800
8801,23,0,2,1,2,3,216,2013-04-09,2013-10-07,8801
8802,24,1,1,1,1,1,117,2013-04-09,2013-10-07,8802
8803,24,0,2,5,5,6,53,2013-03-10,2013-10-07,8803
8804,13,1,1,3,3,1,493,2013-04-09,2013-10-07,8804
8805,29,0,2,3,3,1,210,2013-04-09,2013-10-07,8805
8806,30,0,2,6,6,6,213,2013-04-08,2013-10-06,8806
8807,10,0,4,6,6,6,32,2013-04-06,2013-10-04,8807
8808,20,1,2,4,5,3,448,2012-06-13,2013-10-07,8808
8809,26,1,2,4,4,1,312,2013-02-08,2013-10-07,8809
8810,35,0,4,3,3,5,63,2013-04-09,2013-10-07,8810
8811,21,0,2,2,2,3,443,2013-01-09,2013-10-07,8811
8812,20,0,4,3,4,3,547,2013-05-08,2013-10-06,8812
8813,20,0,1,2,2,3,391,2011-06-19,2013-10-07,8813
8814,13,0,2,4,4,4,213,2013-04-09,2013-10-07,8814
8815,23,1,2,2,2,3,118,2013-03-09,2013-10-06,8815
8816,30,1,1,2,2,2,293,2013-03-10,2013-10-07,8816
8817,19,0,2,4,4,4,6321,2013-10-02,2013-10-07,8817
8818,21,0,2,5,5,1,235,2013-03-10,2013-10-07,8818
8819,17,1,2,6,6,5,102,2012-03-15,2013-10-07,8819
8820,12,1,2,3,3,3,51,2013-02-08,2013-10-07,8820
8821,23,1,4,4,4,4,105,2013-02-08,2013-10-07,8821
8822,18,0,2,1,1,2,170,2013-03-10,2013-10-07,8822
8823,19,1,4,4,4,4,243,2011-12-16,2013-10-07,8823
8824,26,0,1,2,3,1,189,2013-03-10,2013-10-07,8824
8825,26,1,2,2,3,6,34,2013-03-09,2013-10-06,8825
8826,23,0,2,4,5,5,133,2013-01-08,2013-10-06,8826
8827,17,1,4,2,3,3,380,2013-03-10,2013-10-07,8827
8828,17,1,2,3,4,1,258,2013-05-09,2013-10-07,8828
8829,15,0,1,5,5,6,251,2011-03-21,2013-10-07,8829
8830,20,1,1,6,6,5,669,2010-06-24,2013-10-07,8830
8831,26,1,2,2,2,6,156,2013-04-09,2013-10-07,8831
8832,22,0,1,2,3,3,169,2013-03-10,2013-10-07,8832
8833,47,1,4,6,6,5,177,2013-03-10,2013-10-07,8833
8834,28,1,2,1,2,1,27,2012-03-14,2013-10-06,8834
8835,41,0,4,6,6,5,154,2013-02-08,2013-10-07,8835
8836,44,1,4,4,4,5,239,2013-05-09,2013-10-07,8836
8837,21,1,2,2,2,4,463,2011-06-19,2013-10-07,8837
8838,26,1,1,2,2,3,239,2013-05-08,2013-10-06,8838
8839,43,0,1,1,1,1,706,2013-06-08,2013-10-07,8839
8840,16,1,2,4,4,4,346,2013-02-08,2013-10-07,8840
8841,14,1,1,3,4,2,341,2011-06-19,2013-10-07,8841
8842,24,1,1,1,1,4,532,2013-05-09,2013-10-07,8842
8843,29,1,4,5,5,6,295,2013-04-09,2013-10-07,8843
8844,13,0,2,1,1,2,102,2013-04-09,2013-10-07,8844
8845,18,0,1,4,4,4,73,2012-10-11,2013-10-07,8845
8846,16,1,4,6,6,5,365,2013-03-09,2013-10-06,8846
8847,10,0,1,2,2,1,149,2013-04-09,2013-10-07,8847
8848,24,1,2,4,4,5,164,2013-03-09,2013-10-06,8848
8849,26,0,2,6,6,5,37,2011-01-20,2013-10-07,8849
8850,12,1,1,6,6,5,207,2013-03-10,2013-10-07,8850
8851,18,1,2,4,4,5,133,2012-12-10,2013-10-07,8851
8852,28,1,1,3,3,1,292,2013-04-09,2013-10-07,8852
8853,28,1,4,6,1,4,134,2013-03-10,2013-10-07,8853
8854,21,1,1,3,3,2,522,2012-12-10,2013-10-07,8854
8855,14,1,1,1,1,3,245,2013-04-09,2013-10-07,8855
8856,24,1,2,4,5,6,163,2013-04-09,2013-10-07,8856
8857,18,0,2,3,3,3,216,2012-12-10,2013-10-07,8857
8858,20,1,1,2,2,2,452,2011-10-17,2013-10-07,8858
8859,15,0,4,5,5,4,231,2013-03-10,2013-10-07,8859
8860,11,1,1,2,2,5,351,2013-06-08,2013-10-07,8860
8861,18,1,2,4,5,5,292,2012-04-14,2013-10-07,8861
8862,30,1,4,5,5,4,314,2013-03-10,2013-10-07,8862
8863,16,0,1,4,4,3,175,2013-03-09,2013-10-06,8863
8864,16,0,1,3,4,2,63,2013-01-08,2013-10-06,8864
8865,25,0,4,5,5,4,130,2013-04-09,2013-10-07,8865
8866,26,0,1,2,2,1,211,2013-04-09,2013-10-07,8866
8867,20,1,1,3,3,3,163,2013-02-06,2013-10-05,8867
8868,25,1,2,3,4,5,72,2013-03-09,2013-10-06,8868
8869,24,1,4,1,1,1,105,2013-02-08,2013-10-07,8869
8870,34,0,4,5,5,4,21,2013-04-07,2013-10-05,8870
8871,19,1,1,4,5,5,295,2010-01-25,2013-10-07,8871
8872,14,1,1,1,1,5,287,2013-03-10,2013-10-07,8872
8873,11,1,1,2,2,1,99,2013-04-09,2013-10-07,8873
8874,23,0,1,4,4,6,70,2013-01-07,2013-10-05,8874
8875,23,0,1,4,4,6,161,2013-03-10,2013-10-07,8875
8876,28,0,4,4,4,2,90,2013-02-08,2013-10-07,8876
8877,21,1,2,5,5,5,83,2011-05-20,2013-10-07,8877
8878,21,1,2,4,4,4,341,2013-01-08,2013-10-06,8878
8879,28,1,4,2,2,2,75,2013-04-07,2013-10-05,8879
8880,18,1,2,5,6,4,596,2013-01-09,2013-10-07,8880
8881,26,0,4,5,5,6,228,2013-02-08,2013-10-07,8881
8882,30,0,4,2,2,3,47,2013-04-09,2013-10-07,8882
8883,12,0,4,2,2,3,11,2013-04-09,2013-10-07,8883
8884,23,1,1,5,5,6,101,2013-02-08,2013-10-07,8884
8885,22,1,2,6,6,6,247,2013-02-08,2013-10-07,8885
8886,39,0,4,3,4,2,241,2013-04-09,2013-10-07,8886
8887,23,1,1,2,2,2,81,2013-04-09,2013-10-07,8887
8888,23,1,2,4,5,5,82,2011-10-15,2013-10-05,8888
8889,22,1,2,5,5,4,313,2012-08-12,2013-10-07,8889
8890,21,0,1,6,6,3,79,2013-05-08,2013-10-06,8890
8891,31,0,4,4,4,6,87,2013-04-09,2013-10-07,8891
8892,14,1,1,5,5,4,251,2012-02-14,2013-10-07,8892
8893,26,1,4,6,1,5,89,2013-03-10,2013-10-07,8893
8894,21,0,1,5,6,3,268,2013-02-08,2013-10-07,8894
8895,42,0,4,3,3,1,123,2013-05-09,2013-10-07,8895
8896,23,1,4,1,1,2,446,2012-09-11,2013-10-07,8896
8897,17,1,2,1,1,3,93,2013-03-09,2013-10-06,8897
8898,35,1,4,2,2,3,435,2013-04-09,2013-10-07,8898
8899,31,0,4,3,3,3,209,2013-04-09,2013-10-07,8899
8900,24,0,2,2,2,3,122,2013-05-09,2013-10-07,8900
8901,38,1,4,3,3,1,124,2013-04-09,2013-10-07,8901
8902,14,0,2,2,2,2,70,2013-04-07,2013-10-05,8902
8903,45,0,4,5,5,6,223,2013-03-10,2013-10-07,8903
8904,21,1,4,5,5,6,441,2012-01-14,2013-10-06,8904
8905,17,0,1,2,2,5,169,2012-11-10,2013-10-07,8905
8906,31,0,4,5,5,5,296,2013-04-09,2013-10-07,8906
8907,20,0,4,5,5,4,70,2013-02-08,2013-10-07,8907
8908,26,1,4,2,2,6,192,2013-04-09,2013-10-07,8908
8909,20,0,1,2,3,4,52,2009-08-28,2013-10-07,8909
8910,24,1,2,5,5,6,184,2013-03-09,2013-10-06,8910
8911,20,0,4,1,1,2,228,2013-02-08,2013-10-07,8911
8912,26,0,3,2,2,2,225,2013-04-07,2013-10-05,8912
8913,21,0,1,3,4,3,199,2013-04-09,2013-10-07,8913
8914,22,1,2,2,2,1,40,2009-09-27,2013-10-07,8914
8915,17,1,1,2,2,1,130,2013-01-09,2013-10-07,8915
8916,19,1,2,4,4,4,296,2012-02-14,2013-10-07,8916
8917,16,0,1,2,2,3,400,2013-04-09,2013-10-07,8917
8918,15,0,1,5,5,5,153,2013-03-09,2013-10-06,8918
8919,13,1,4,2,2,3,108,2013-04-09,2013-10-07,8919
8920,24,1,3,4,4,1,61,2010-11-20,2013-10-06,8920
8921,11,0,1,6,6,1,281,2013-05-09,2013-10-07,8921
8922,21,0,1,1,2,6,118,2012-04-14,2013-10-07,8922
8923,14,0,4,6,6,2,99,2013-04-09,2013-10-07,8923
8924,19,1,1,3,3,2,220,2013-04-09,2013-10-07,8924
8925,25,0,4,2,2,2,297,2013-03-10,2013-10-07,8925
8926,23,1,4,1,1,6,159,2013-03-10,2013-10-07,8926
8927,15,0,2,1,1,1,109,2013-03-09,2013-10-06,8927
8928,21,0,2,5,5,4,137,2013-01-08,2013-10-06,8928
8929,16,0,2,1,1,6,82,2013-02-07,2013-10-06,8929
8930,19,1,2,4,5,5,142,2013-03-08,2013-10-05,8930
8931,38,0,4,5,6,4,201,2013-04-09,2013-10-07,8931
8932,17,0,2,2,3,5,118,2013-02-08,2013-10-07,8932
8933,15,0,2,3,4,2,150,2013-04-09,2013-10-07,8933
8934,26,1,2,5,5,4,80,2013-05-09,2013-10-07,8934
8935,24,1,4,5,5,2,103,2013-02-08,2013-10-07,8935
8936,16,0,1,3,3,5,238,2013-02-08,2013-10-07,8936
8937,49,1,4,2,2,3,188,2013-05-09,2013-10-07,8937
8938,18,0,2,5,5,4,155,2013-03-10,2013-10-07,8938
8939,19,1,2,1,2,3,98,2010-08-23,2013-10-07,8939
8940,15,1,4,6,6,4,122,2013-03-10,2013-10-07,8940
8941,46,1,4,1,1,1,18,2013-04-05,2013-10-03,8941
8942,12,0,1,6,6,2,114,2013-04-09,2013-10-07,8942
8943,17,0,1,3,3,3,62,2009-12-24,2013-10-05,8943
8944,40,1,4,6,6,6,124,2013-04-09,2013-10-07,8944
8945,26,0,4,1,2,4,156,2013-04-09,2013-10-07,8945
8946,21,0,2,1,1,1,249,2010-06-24,2013-10-07,8946
8947,21,0,1,6,6,4,309,2013-02-08,2013-10-07,8947
8948,21,1,2,4,4,3,393,2012-06-13,2013-10-07,8948
8949,17,0,1,1,1,2,85,2009-10-24,2013-10-04,8949
8950,28,0,4,2,2,1,88,2013-05-09,2013-10-07,8950
8951,22,1,2,5,5,3,234,2012-11-10,2013-10-07,8951
8952,14,0,4,4,4,6,336,2013-03-10,2013-10-07,8952
8953,50,1,1,1,1,1,147,2013-04-09,2013-10-07,8953
8954,26,1,3,2,2,4,170,2013-02-06,2013-10-05,8954
8955,21,0,2,4,4,5,73,2010-02-24,2013-10-07,8955
8956,15,0,4,4,4,6,210,2013-04-09,2013-10-07,8956
8957,25,0,2,6,1,4,92,2013-05-09,2013-10-07,8957
8958,19,0,4,2,3,1,229,2012-09-11,2013-10-07,8958
8959,20,1,1,1,2,2,200,2013-02-08,2013-10-07,8959
8960,24,1,2,1,2,2,61,2013-04-09,2013-10-07,8960
8961,23,1,2,4,4,5,127,2013-03-10,2013-10-07,8961
8962,22,1,4,3,4,2,150,2013-02-08,2013-10-07,8962
8963,24,1,1,5,6,6,210,2010-08-23,2013-10-07,8963
8964,31,1,1,3,3,2,187,2013-04-09,2013-10-07,8964
8965,24,1,1,5,6,5,33,2013-03-09,2013-10-06,8965
8966,29,1,2,1,1,5,129,2013-03-10,2013-10-07,8966
8967,19,0,2,3,3,2,486,2010-07-24,2013-10-07,8967
8968,24,1,2,1,1,2,26,2013-02-06,2013-10-05,8968
8969,27,1,4,3,3,2,67,2013-04-08,2013-10-06,8969
8970,21,1,1,5,5,6,76,2010-04-24,2013-10-06,8970
8971,15,1,2,4,4,6,211,2013-04-09,2013-10-07,8971
8972,27,0,4,5,5,5,102,2013-04-09,2013-10-07,8972
8973,17,0,2,3,3,2,58,2013-02-08,2013-10-07,8973
8974,25,0,2,5,5,6,277,2013-04-09,2013-10-07,8974
8975,23,1,2,3,3,3,25,2013-05-08,2013-10-06,8975
8976,23,0,1,5,6,5,198,2011-05-20,2013-10-07,8976
8977,20,0,1,6,6,6,246,2013-02-08,2013-10-07,8977
8978,23,1,4,4,4,4,204,2013-02-07,2013-10-06,8978
8979,28,1,3,1,1,6,318,2013-03-10,2013-10-07,8979
8980,22,0,4,6,6,2,139,2012-11-10,2013-10-07,8980
8981,19,1,4,6,1,4,378,2012-12-10,2013-10-07,8981
8982,18,0,2,5,6,4,510,2010-02-24,2013-10-07,8982
8983,21,1,2,2,2,1,179,2013-04-09,2013-10-07,8983
8984,30,0,1,6,6,3,86,2013-04-09,2013-10-07,8984
8985,26,1,4,5,5,6,44,2013-03-10,2013-10-07,8985
8986,23,1,2,3,3,6,492,2013-04-09,2013-10-07,8986
8987,16,1,1,1,2,3,383,2013-04-09,2013-10-07,8987
8988,23,0,4,6,6,6,139,2013-02-08,2013-10-07,8988
8989,34,0,1,3,3,3,149,2013-05-09,2013-10-07,8989
8990,17,0,1,2,2,3,91,2011-06-19,2013-10-07,8990
8991,25,0,4,6,6,1,120,2013-02-08,2013-10-07,8991
8992,21,0,1,4,4,1,138,2012-03-14,2013-10-06,8992
8993,47,1,4,4,4,4,179,2013-04-09,2013-10-07,8993
8994,16,0,2,2,2,2,205,2013-03-09,2013-10-06,8994
8995,23,1,2,6,1,6,120,2013-04-09,2013-10-07,8995
8996,18,0,2,4,4,4,241,2013-01-09,2013-10-07,8996
8997,39,1,4,5,6,4,133,2013-04-09,2013-10-07,8997
8998,19,0,1,1,1,6,64,2013-04-09,2013-10-07,8998
8999,19,1,2,3,3,3,149,2012-12-10,2013-10-07,8999
9000,36,1,4,2,3,4,182,2013-04-08,2013-10-06,9000
9001,28,1,4,2,3,5,299,2013-04-09,2013-10-07,9001
9002,15,0,2,6,6,5,161,2013-02-08,2013-10-07,9002
9003,10,1,4,1,2,1,112,2013-03-08,2013-10-05,9003
9004,14,0,1,6,1,5,32,2013-04-09,2013-10-07,9004
9005,18,0,1,5,5,6,376,2013-04-09,2013-10-07,9005
9006,19,0,4,2,2,1,202,2013-04-09,2013-10-07,9006
9007,22,0,4,4,4,5,229,2013-04-09,2013-10-07,9007
9008,24,0,1,4,4,5,175,2013-02-08,2013-10-07,9008
9009,17,1,2,2,2,2,173,2012-04-13,2013-10-06,9009
9010,22,1,1,5,5,4,447,2012-09-10,2013-10-06,9010
9011,15,0,2,2,2,1,235,2011-10-17,2013-10-07,9011
9012,4,0,1,5,5,1,47,2013-04-05,2013-10-03,9012
9013,12,1,1,1,1,1,12,2013-03-05,2013-10-02,9013
9014,13,0,4,3,3,2,185,2013-05-07,2013-10-05,9014
9015,14,1,2,2,2,6,229,2013-03-10,2013-10-07,9015
9016,20,0,2,3,3,3,525,2012-02-14,2013-10-07,9016
9017,50,1,1,6,1,1,142,2013-02-08,2013-10-07,9017
9018,10,0,1,3,3,3,139,2013-04-09,2013-10-07,9018
9019,11,0,1,1,1,3,168,2013-03-10,2013-10-07,9019
9020,16,1,1,2,2,6,394,2013-03-10,2013-10-07,9020
9021,21,0,2,5,5,2,207,2011-08-18,2013-10-07,9021
9022,24,0,4,6,6,1,178,2013-02-08,2013-10-07,9022
9023,18,1,2,4,4,4,330,2012-10-11,2013-10-07,9023
9024,15,0,2,2,2,6,155,2012-03-13,2013-10-05,9024
9025,39,0,4,1,1,1,354,2013-04-09,2013-10-07,9025
9026,17,1,2,3,4,3,119,2013-03-10,2013-10-07,9026
9027,19,1,1,6,6,4,197,2013-04-09,2013-10-07,9027
9028,15,0,4,1,2,5,180,2013-03-10,2013-10-07,9028
9029,25,1,3,4,5,2,207,2013-03-10,2013-10-07,9029
9030,14,0,2,4,5,6,2903,2013-10-03,2013-10-07,9030
9031,17,1,2,6,1,5,120,2013-04-09,2013-10-07,9031
9032,28,0,2,6,6,6,96,2013-04-09,2013-10-07,9032
9033,45,1,1,4,5,3,116,2013-04-09,2013-10-07,9033
9034,19,0,1,2,2,2,505,2012-04-14,2013-10-07,9034
9035,23,1,1,1,1,2,121,2013-02-08,2013-10-07,9035
9036,25,1,4,1,1,1,21,2013-03-04,2013-10-01,9036
9037,18,1,4,4,4,6,148,2012-04-14,2013-10-07,9037
9038,21,1,4,2,3,3,198,2013-01-09,2013-10-07,9038
9039,11,0,1,6,6,4,102,2013-04-09,2013-10-07,9039
9040,40,0,4,5,5,4,199,2013-02-07,2013-10-06,9040
9041,25,0,1,4,4,4,140,2013-02-07,2013-10-06,9041
9042,25,1,2,1,1,6,64,2013-03-08,2013-10-05,9042
9043,19,0,2,2,2,3,228,2013-01-08,2013-10-06,9043
9044,23,0,1,6,6,3,131,2013-04-09,2013-10-07,9044
9045,25,0,1,2,2,2,349,2013-02-07,2013-10-06,9045
9046,24,1,2,2,2,3,142,2013-02-08,2013-10-07,9046
9047,23,1,1,3,3,2,126,2013-01-09,2013-10-07,9047
9048,23,1,2,1,1,3,205,2013-03-10,2013-10-07,9048
9049,13,1,2,2,3,3,216,2013-05-09,2013-10-07,9049
9050,35,0,4,6,6,5,338,2013-04-07,2013-10-05,9050
9051,16,1,4,6,6,6,184,2013-04-09,2013-10-07,9051
